uniprot_id	mean_plddt	median_plddt	min_plddt	max_plddt	very_high_conf_pct	high_conf_pct	low_conf_pct	very_low_conf_pct	quality_grade	residue_count	alphafold_version
Q3V6T2	67.09	77.75	20.97	95.06	10.4	52.8	8.6	28.3	Medium	15135	v6
Q3Y452	54.33	56.31	31.97	75.81	0.0	3.0	56.1	41.0	Medium	735	v6
Q3YBM2	69.72	69.62	34.03	95.25	16.0	33.0	36.1	14.9	Medium	2039	v6
Q3YBR2	72.57	84.56	30.91	98.62	44.7	13.0	10.9	31.4	Good	3155	v6
Q3YEC7	60.84	50.16	31.78	98.0	24.9	9.0	16.3	49.8	Medium	5593	v6
Q3ZAQ7	70.41	71.19	46.56	89.56	0.0	50.9	45.3	3.7	Good	803	v6
Q3ZCM7	91.99	94.81	40.47	98.44	83.2	12.3	2.1	2.4	Excellent	3490	v6
Q3ZCN5	72.19	76.19	23.75	94.69	7.0	56.7	26.4	9.9	Good	18441	v6
Q3ZCQ2	55.65	56.59	33.31	81.88	0.0	12.2	49.8	38.0	Medium	1528	v6
Q3ZCQ3	63.88	60.94	38.41	94.25	6.1	24.8	49.0	20.1	Medium	1194	v6
Q3ZCQ8	80.62	89.44	30.69	97.25	48.4	30.6	6.4	14.6	Good	2799	v6
Q3ZCT1	82.02	89.88	27.02	97.19	49.3	35.2	5.0	10.5	Good	3301	v6
Q3ZCT8	90.16	93.62	31.81	98.62	73.7	20.5	4.4	1.3	Excellent	4987	v6
Q3ZCU0	61.24	61.0	22.91	96.94	19.1	24.1	16.9	40.0	Medium	2058	v6
Q3ZCV2	64.45	64.38	28.19	88.81	0.0	34.0	54.4	11.6	Medium	3353	v6
Q3ZCW2	87.38	98.0	33.91	98.81	80.2	1.4	2.6	15.8	Good	1336	v6
Q3ZCX4	73.94	86.44	22.12	94.81	22.2	50.0	3.5	24.3	Good	5195	v6
Q3ZLR7	51.49	38.84	24.36	94.88	11.0	16.6	7.7	64.7	Medium	6289	v6
Q3ZM63	63.31	62.97	51.91	77.69	0.0	17.1	82.9	0.0	Medium	492	v6
Q400G9	74.62	90.94	20.3	98.75	53.6	13.7	4.3	28.5	Good	3858	v6
Q401N2	78.09	88.69	24.0	97.25	44.0	29.6	8.8	17.6	Good	3235	v6
Q460N3	79.72	89.12	24.02	98.62	46.6	33.0	4.4	16.0	Good	5239	v6
Q460N5	82.0	86.69	7.26	98.44	32.3	54.9	5.6	7.2	Good	14266	v6
Q494R0	33.17	32.56	23.03	42.91	0.0	0.0	0.0	100.0	Poor	919	v6
Q494R4	88.66	97.62	39.09	98.69	74.5	9.0	12.2	4.4	Good	1673	v6
Q494U1	54.31	43.0	25.53	92.25	6.3	23.5	8.4	61.8	Medium	4676	v6
Q494V2	74.85	84.06	25.64	98.38	33.7	34.6	11.1	20.6	Good	4990	v6
Q494W8	69.27	79.69	24.75	93.94	8.4	55.3	11.3	25.0	Medium	3244	v6
Q494X3	73.17	82.06	23.92	94.69	25.8	44.2	12.0	17.9	Good	4593	v6
Q495A1	74.82	86.88	26.89	98.69	49.0	8.3	22.0	20.6	Good	1846	v6
Q495B1	89.79	96.12	25.3	98.81	80.3	9.5	3.0	7.3	Good	4051	v6
Q495C1	63.72	53.28	25.17	98.75	37.5	8.3	6.9	47.4	Medium	2335	v6
Q495D7	51.73	55.16	24.95	83.75	0.0	10.3	50.9	38.8	Medium	1122	v6
Q495M3	84.33	93.62	22.11	98.31	67.5	18.0	2.0	12.5	Good	3738	v6
Q495M9	68.84	79.19	32.41	96.69	34.3	19.1	9.8	36.8	Medium	3611	v6
Q495N2	84.61	92.69	23.36	98.38	64.6	21.6	3.3	10.6	Good	3631	v6
Q495T6	90.34	95.94	19.7	98.75	84.3	7.9	0.6	7.2	Excellent	6291	v6
Q495W5	86.53	95.19	25.72	98.88	76.3	8.5	3.7	11.4	Good	3940	v6
Q495X7	86.05	90.5	30.03	97.81	53.2	36.5	6.0	4.3	Good	3872	v6
Q495Y7	78.02	89.88	33.16	98.38	50.0	15.0	17.0	18.0	Good	1779	v6
Q495Y8	60.74	53.97	23.08	97.56	24.0	16.4	14.9	44.7	Medium	3405	v6
Q495Z4	50.7	50.62	38.75	65.44	0.0	0.0	52.3	47.7	Medium	1418	v6
Q496A3	58.12	54.22	30.91	97.44	8.8	20.0	30.6	40.7	Medium	2370	v6
Q496F6	78.04	87.38	26.17	98.75	48.5	18.6	18.1	14.8	Good	1613	v6
Q496H8	73.23	75.62	36.0	98.31	32.3	23.5	29.9	14.3	Good	1239	v6
Q496J9	77.96	85.38	27.86	96.5	32.4	42.3	13.1	12.2	Good	5796	v6
Q496M5	68.93	75.88	22.39	96.44	23.9	35.7	14.9	25.5	Medium	2560	v6
Q496Y0	75.03	90.5	22.7	98.38	52.0	18.1	4.1	25.8	Good	5908	v6
Q499Y3	61.2	58.12	34.16	92.81	6.6	22.4	36.3	34.7	Medium	1431	v6
Q499Z3	72.65	86.44	22.58	97.56	35.8	32.5	5.0	26.7	Good	3203	v6
Q499Z4	76.42	78.69	30.14	95.88	26.3	48.9	15.4	9.4	Good	3510	v6
Q49A17	91.03	96.81	24.77	98.94	81.1	11.4	2.6	5.0	Excellent	4920	v6
Q49A26	77.79	94.38	27.3	98.94	59.2	10.0	2.3	28.6	Good	4244	v6
Q49A33	78.31	91.81	26.78	98.12	54.4	19.6	4.1	21.8	Good	1641	v6
Q49A88	57.45	44.38	27.14	98.69	18.6	14.4	10.6	56.4	Medium	7450	v6
Q49A92	57.2	50.72	29.3	96.25	8.7	15.4	28.5	47.4	Medium	4174	v6
Q49AA0	65.53	77.69	20.91	93.31	4.7	53.4	8.3	33.6	Medium	4295	v6
Q49AG3	81.57	90.0	24.25	98.31	50.5	29.0	8.8	11.7	Good	5541	v6
Q49AH0	80.8	90.75	31.05	97.81	53.8	20.8	9.2	16.3	Good	1463	v6
Q49AJ0	62.14	66.75	24.27	98.69	34.3	14.5	3.7	47.5	Medium	10948	v6
Q49AM1	85.03	94.25	24.77	98.5	73.0	11.5	2.8	12.6	Good	3123	v6
Q49AM3	61.06	56.97	18.08	97.88	28.6	19.2	5.3	46.9	Medium	4015	v6
Q49AN0	85.42	96.31	26.52	98.81	74.1	8.5	2.8	14.5	Good	4722	v6
Q49AR2	85.16	95.62	28.59	98.75	75.1	7.2	1.5	16.2	Good	3511	v6
Q49AS3	68.6	71.5	48.16	83.25	0.0	54.6	43.2	2.2	Medium	879	v6
Q49B96	81.23	89.19	36.31	98.5	46.7	24.7	25.3	3.3	Good	724	v6
Q49MG5	62.53	50.72	32.59	97.81	28.9	7.8	14.6	48.7	Medium	5211	v6
Q49MI3	79.82	92.5	26.47	98.19	57.7	16.8	6.5	19.0	Good	4400	v6
Q49SQ1	87.59	92.5	51.56	98.5	62.6	23.4	14.0	0.0	Good	2700	v6
Q4AC94	55.65	51.72	20.8	94.19	3.3	36.7	11.2	48.8	Medium	18309	v6
Q4AC99	84.52	95.44	23.88	98.75	68.3	11.2	8.9	11.6	Good	4586	v6
Q4ADV7	73.43	87.0	23.14	97.75	37.6	30.0	9.0	23.4	Good	11202	v6
Q4AE62	83.04	95.38	25.91	98.75	73.1	6.6	2.1	18.2	Good	3706	v6
Q4FZB7	55.49	42.44	27.03	98.62	21.1	7.7	8.4	62.8	Medium	6951	v6
Q4G0A6	68.4	88.25	23.81	98.81	46.4	10.0	2.3	41.3	Medium	5931	v6
Q4G0F5	87.11	95.0	29.84	98.75	75.7	11.2	0.8	12.4	Good	2762	v6
Q4G0G2	40.66	40.03	30.05	52.12	0.0	0.0	3.4	96.6	Poor	769	v6
Q4G0G5	81.71	86.94	46.03	91.62	16.7	65.9	14.8	2.7	Good	738	v6
Q4G0I0	63.4	61.47	35.94	95.31	7.0	14.7	64.5	13.8	Medium	1059	v6
Q4G0J3	67.89	80.62	25.36	96.25	23.1	35.1	9.7	32.1	Medium	4695	v6
Q4G0M1	71.15	75.19	34.84	97.62	33.1	20.4	18.7	27.8	Good	2625	v6
Q4G0N0	63.15	56.69	43.5	94.06	10.6	19.3	46.2	23.8	Medium	818	v6
Q4G0N4	84.13	95.44	22.0	98.88	70.2	11.1	5.9	12.8	Good	3477	v6
Q4G0N7	56.68	58.62	37.28	72.81	0.0	2.6	82.2	15.1	Medium	608	v6
Q4G0N8	74.66	80.94	21.42	93.69	9.5	65.3	13.7	11.5	Good	9523	v6
Q4G0P3	77.67	85.88	18.56	95.19	22.3	59.9	5.0	12.9	Good	11089	v6
Q4G0P3	70.59	80.94	24.61	96.69	26.6	38.7	8.9	25.8	Good	11103	v6
Q4G0P3	71.81	82.44	24.2	96.75	28.6	37.9	8.1	25.4	Good	11029	v6
Q4G0P3	72.87	82.44	24.91	96.25	22.8	47.1	9.2	21.0	Good	11132	v6
Q4G0P3	73.11	84.62	23.72	97.06	31.2	36.3	10.6	22.0	Good	11098	v6
Q4G0P3	75.84	85.44	21.36	97.06	29.1	45.5	8.0	17.4	Good	10999	v6
Q4G0P3	80.92	87.81	23.7	97.5	36.9	46.4	7.5	9.2	Good	11018	v6
Q4G0P3	81.91	88.75	23.36	98.0	42.8	42.0	5.9	9.3	Good	10972	v6
Q4G0P3	80.91	87.62	22.59	97.31	34.4	50.6	5.5	9.5	Good	11008	v6
Q4G0P3	79.02	83.5	24.67	93.88	12.4	72.6	7.9	7.1	Good	11081	v6
Q4G0P3	80.42	86.0	22.42	96.81	28.1	54.7	10.5	6.7	Good	11104	v6
Q4G0P3	77.43	85.94	17.75	95.31	24.7	56.6	5.1	13.6	Good	11107	v6
Q4G0P3	81.98	85.44	22.83	95.44	23.6	65.3	7.5	3.6	Good	10437	v6
Q4G0P3	76.11	84.38	21.0	96.88	21.8	55.9	7.9	14.3	Good	11085	v6
Q4G0P3	75.71	86.44	21.36	95.81	27.2	48.2	5.8	18.8	Good	11147	v6
Q4G0P3	71.97	84.75	23.64	95.56	24.5	44.3	6.6	24.5	Good	11062	v6
Q4G0P3	70.67	82.81	20.38	96.38	25.9	40.5	10.0	23.6	Good	11091	v6
Q4G0P3	67.23	77.06	24.52	95.62	17.2	42.9	9.9	30.0	Medium	11156	v6
Q4G0P3	68.84	78.5	25.05	95.69	23.6	38.0	9.4	29.1	Medium	11155	v6
Q4G0P3	71.16	81.81	25.81	95.56	28.2	38.0	7.8	26.0	Good	11161	v6
Q4G0S4	86.39	94.0	27.92	98.75	71.6	14.3	4.4	9.6	Good	4296	v6
Q4G0S7	87.17	96.88	32.47	98.75	70.9	12.9	6.1	10.1	Good	2098	v6
Q4G0T1	70.15	79.31	24.41	96.38	17.1	44.2	16.1	22.5	Good	7600	v6
Q4G0U5	63.53	59.47	29.11	94.81	11.4	24.6	38.2	25.8	Medium	6823	v6
Q4G0W2	90.88	98.25	42.66	98.94	81.5	3.5	12.1	2.9	Excellent	1283	v6
Q4G0X4	89.52	92.38	48.31	98.38	70.2	24.4	5.1	0.4	Good	2084	v6
Q4G0X9	71.7	83.62	22.75	97.0	24.0	44.8	6.7	24.6	Good	9114	v6
Q4G0Z9	86.0	91.0	28.09	97.31	56.2	33.0	7.4	3.4	Good	5355	v6
Q4G112	53.53	44.03	28.3	96.81	13.6	8.1	13.4	64.9	Medium	4596	v6
Q4G148	85.06	95.88	20.73	98.81	69.3	12.2	6.7	11.7	Good	3562	v6
Q4G163	52.85	41.41	28.53	95.25	14.2	10.0	11.2	64.6	Medium	5493	v6
Q4G176	86.58	93.94	26.28	98.69	68.1	19.2	5.8	7.0	Good	4518	v6
Q4G1C9	85.4	94.5	39.28	98.81	59.4	22.0	10.6	8.0	Good	2815	v6
Q4J6C6	82.46	93.19	18.89	98.94	63.7	17.2	3.6	15.6	Good	5909	v6
Q4JDL3	78.24	93.88	27.38	98.94	62.4	9.1	2.2	26.2	Good	3407	v6
Q4KMG0	62.62	72.88	22.11	95.75	10.9	42.0	11.1	36.0	Medium	9780	v6
Q4KMG9	60.59	56.06	35.22	90.56	1.6	25.8	47.2	25.4	Medium	1400	v6
Q4KMP7	69.94	85.69	27.22	98.75	45.7	9.2	5.5	39.6	Medium	6137	v6
Q4KMQ1	55.27	50.41	28.34	94.75	2.4	19.6	28.6	49.4	Medium	5328	v6
Q4KMQ2	82.0	87.56	26.12	96.81	38.1	47.2	8.4	6.3	Good	7491	v6
Q4KMX7	29.9	29.44	21.58	41.25	0.0	0.0	0.0	100.0	Poor	1313	v6
Q4KMZ1	51.93	41.97	29.8	98.19	14.5	7.4	5.4	72.7	Medium	3723	v6
Q4KMZ8	75.75	83.69	38.03	97.62	37.9	23.7	27.0	11.3	Good	1664	v6
Q4KWH8	58.33	51.03	24.36	98.62	23.1	17.9	9.4	49.7	Medium	13281	v6
Q4L180	68.64	83.06	20.73	97.38	39.4	18.1	8.4	34.1	Medium	9136	v6
Q4L235	81.5	91.06	17.89	98.81	53.9	28.2	4.8	13.1	Good	8621	v6
Q4LDE5	75.04	80.69	18.58	96.56	7.7	72.0	9.9	10.4	Good	10759	v6
Q4LDE5	74.07	77.0	13.41	88.94	0.0	78.7	16.3	5.0	Good	10645	v6
Q4LDE5	75.06	77.5	24.92	91.69	0.8	80.5	14.4	4.3	Good	10692	v6
Q4LDE5	74.69	77.31	25.53	91.44	0.8	79.6	15.0	4.6	Good	10480	v6
Q4LDE5	75.86	79.62	22.03	94.62	5.3	75.6	11.9	7.1	Good	10711	v6
Q4LDE5	75.96	80.12	25.84	94.75	4.9	73.1	14.9	7.1	Good	10676	v6
Q4LDE5	75.76	79.75	22.31	94.94	7.3	73.9	11.4	7.3	Good	10644	v6
Q4LDE5	74.19	77.0	22.55	95.62	5.8	72.5	14.6	7.1	Good	10603	v6
Q4LDE5	75.61	77.31	24.86	95.5	5.8	74.4	15.6	4.2	Good	10552	v6
Q4LDE5	76.77	76.69	46.47	95.0	6.5	77.1	16.3	0.1	Good	10525	v6
Q4LDE5	76.62	78.25	24.62	96.25	8.7	75.8	11.3	4.2	Good	10608	v6
Q4LDE5	73.69	76.56	25.09	87.62	0.0	78.3	16.3	5.4	Good	10610	v6
Q4LDG9	94.81	97.56	38.5	98.81	93.7	2.1	1.4	2.8	Excellent	1510	v6
Q4LDR2	71.02	63.59	52.44	96.56	21.1	17.9	61.1	0.0	Good	627	v6
Q4LE39	56.28	41.97	25.56	97.44	20.4	12.8	6.7	60.2	Medium	10364	v6
Q4LEZ3	78.24	92.56	37.0	98.81	55.4	5.2	23.8	15.6	Good	1236	v6
Q4QY38	79.84	81.31	57.53	93.94	20.2	59.5	20.2	0.0	Good	524	v6
Q4U2R6	86.8	95.06	44.56	98.75	71.1	5.8	21.5	1.6	Good	1066	v6
Q4U2R8	83.07	88.12	29.92	97.25	40.5	46.7	4.9	7.9	Good	4344	v6
Q4UJ75	69.61	82.62	24.31	97.62	20.0	42.2	9.5	28.3	Medium	6600	v6
Q4V321	62.52	62.06	41.53	75.94	0.0	8.3	90.8	0.9	Medium	906	v6
Q4V326	63.47	63.16	42.41	74.31	0.0	12.3	86.8	0.9	Medium	856	v6
Q4V328	79.48	88.88	21.77	97.62	45.7	32.4	7.4	14.5	Good	6721	v6
Q4V339	75.86	85.56	26.09	98.62	36.1	33.8	13.1	17.0	Good	3085	v6
Q4V348	67.64	85.31	18.7	94.88	16.7	47.9	4.8	30.5	Medium	6607	v6
Q4V9L6	59.18	54.97	32.53	96.0	9.8	16.2	34.8	39.2	Medium	2050	v6
Q4VC05	63.62	56.44	39.31	97.75	19.2	7.3	48.4	25.0	Medium	1590	v6
Q4VC12	87.63	95.5	25.56	98.81	77.7	9.6	2.4	10.3	Good	3610	v6
Q4VC31	86.7	92.75	33.5	97.19	61.3	26.5	7.8	4.4	Good	1163	v6
Q4VC39	60.38	57.22	36.0	89.44	0.0	30.2	38.2	31.5	Medium	800	v6
Q4VC44	64.71	79.62	24.77	95.38	15.0	39.1	5.1	40.7	Medium	5620	v6
Q4VCS5	58.16	42.53	27.75	98.69	24.5	11.1	7.1	57.4	Medium	8291	v6
Q4VNC0	78.94	84.88	21.8	95.94	21.6	59.8	9.3	9.3	Good	9664	v6
Q4VNC1	80.48	85.69	24.81	97.19	24.8	58.7	10.1	6.4	Good	9417	v6
Q4VX62	34.25	32.12	23.2	52.41	0.0	0.0	3.0	97.0	Poor	1601	v6
Q4VX76	71.86	84.75	26.23	98.12	32.5	31.2	10.0	26.3	Good	4817	v6
Q4VXA5	69.79	74.75	28.95	96.31	28.4	24.6	23.5	23.4	Medium	1911	v6
Q4VXU2	76.41	87.5	25.72	96.31	41.3	31.4	4.2	23.0	Good	4833	v6
Q4W4Y0	83.15	87.38	41.03	96.5	33.2	52.6	12.7	1.5	Good	2558	v6
Q4W5G0	75.05	82.62	21.94	97.62	28.4	39.6	19.1	12.9	Good	4190	v6
Q4W5P6	77.44	89.62	42.28	98.0	48.4	15.5	18.6	17.5	Good	521	v6
Q4ZG55	71.1	83.31	21.2	97.44	25.6	41.0	9.5	23.8	Good	15232	v6
Q4ZHG4	54.19	38.47	20.41	96.25	15.9	20.6	6.2	57.3	Medium	14501	v6
Q4ZIN3	65.48	76.19	26.58	95.62	12.6	42.1	8.7	36.6	Medium	4790	v6
Q4ZJI4	79.2	87.25	20.98	97.69	39.4	43.2	5.4	12.0	Good	3941	v6
Q502W6	69.26	80.69	21.83	95.56	16.0	47.7	9.9	26.4	Medium	10254	v6
Q502W7	73.84	84.12	26.41	98.25	34.7	29.0	13.5	22.8	Good	4589	v6
Q502X0	91.47	94.0	65.38	97.69	79.0	18.0	3.0	0.0	Excellent	633	v6
Q504Q3	79.58	87.88	23.78	97.06	36.9	42.4	8.9	11.9	Good	9522	v6
Q504T8	66.29	58.41	28.36	96.38	30.2	16.3	13.0	40.6	Medium	3446	v6
Q504U0	80.81	95.38	41.0	98.69	55.8	9.7	26.6	7.9	Good	837	v6
Q504Y0	69.45	79.75	23.41	96.81	14.5	49.0	10.4	26.0	Medium	5378	v6
Q504Y2	82.96	94.69	24.48	98.88	71.9	7.1	5.1	15.8	Good	3812	v6
Q504Y3	72.85	83.38	26.16	97.69	34.1	29.4	11.1	25.3	Good	2900	v6
Q50KZ9	84.01	89.56	45.34	97.5	48.6	36.6	10.4	4.3	Good	2443	v6
Q50LG9	77.57	91.5	25.19	98.56	55.4	12.6	11.5	20.5	Good	3883	v6
Q52LA3	77.1	74.81	46.47	96.69	29.2	37.2	33.2	0.4	Good	911	v6
Q52LC2	74.47	81.38	34.19	98.19	26.4	37.0	21.8	14.8	Good	1786	v6
Q52LD8	69.19	83.44	25.06	98.56	41.3	14.1	7.4	37.2	Medium	3936	v6
Q52LG2	46.5	46.09	32.03	59.38	0.0	0.0	26.5	73.5	Poor	1298	v6
Q52LJ0	75.11	87.44	32.03	96.62	39.4	28.0	11.6	21.0	Good	3195	v6
Q52LR7	58.35	54.69	26.25	98.5	14.7	22.0	16.1	47.2	Medium	6384	v6
Q52LW3	64.41	75.31	24.14	98.12	38.6	13.2	3.9	44.2	Medium	9962	v6
Q52M58	50.47	46.22	31.84	84.75	0.0	13.0	21.2	65.7	Medium	960	v6
Q52M75	49.82	49.38	36.09	64.81	0.0	0.0	47.8	52.2	Poor	760	v6
Q52M93	75.39	82.38	20.98	92.19	3.4	76.4	8.9	11.4	Good	6179	v6
Q52MB2	67.74	60.31	35.78	98.69	29.5	2.5	47.4	20.6	Medium	1424	v6
Q52WX2	77.87	94.19	23.59	98.75	62.6	7.8	3.9	25.8	Good	3256	v6
Q537H7	64.64	61.66	46.47	81.31	0.0	33.2	66.2	0.6	Medium	798	v6
Q538Z0	67.69	68.56	53.66	79.06	0.0	46.0	54.0	0.0	Medium	454	v6
Q53EL6	77.03	93.38	25.72	98.81	55.2	9.3	14.8	20.7	Good	3628	v6
Q53EL9	70.43	84.06	24.88	96.69	28.7	36.1	5.0	30.1	Good	7569	v6
Q53EP0	75.78	87.44	27.55	96.69	41.3	28.9	8.8	21.0	Good	9332	v6
Q53EQ6	69.21	76.69	23.12	97.0	19.3	38.7	15.8	26.3	Medium	4887	v6
Q53ET0	48.89	43.97	28.17	98.12	5.5	5.3	18.0	71.2	Poor	5157	v6
Q53EU6	85.5	89.75	34.09	98.69	48.6	41.6	7.1	2.7	Good	3419	v6
Q53EV4	88.03	97.06	33.72	98.81	80.4	2.4	5.9	11.3	Good	2791	v6
Q53EZ4	82.85	93.75	26.28	98.5	57.9	22.6	5.9	13.6	Good	3806	v6
Q53F19	63.46	57.62	31.19	97.31	14.0	26.2	22.0	37.9	Medium	4950	v6
Q53F39	90.08	97.44	32.75	98.88	80.6	7.4	4.3	7.8	Excellent	3184	v6
Q53FA7	97.06	97.88	73.44	98.94	97.8	2.2	0.0	0.0	Excellent	2501	v6
Q53FD0	61.23	53.59	31.0	98.19	15.6	16.5	25.9	42.0	Medium	3639	v6
Q53FE4	56.75	50.53	30.78	95.38	12.6	9.9	28.2	49.3	Medium	2779	v6
Q53FP2	81.54	91.75	29.34	97.5	61.4	18.8	2.8	17.0	Good	1297	v6
Q53FT3	89.34	94.0	51.16	98.5	67.5	24.1	8.3	0.0	Good	1524	v6
Q53FV1	94.37	97.56	46.0	98.81	89.2	6.3	3.2	1.3	Excellent	1231	v6
Q53FZ2	90.12	95.75	23.44	98.88	77.5	15.1	1.4	6.0	Excellent	4664	v6
Q53G44	86.22	89.69	37.38	98.81	48.8	41.9	7.2	2.1	Good	3589	v6
Q53G59	93.39	95.5	42.5	98.75	84.8	13.0	1.9	0.3	Excellent	4433	v6
Q53GA4	86.07	93.81	49.59	97.81	62.0	18.9	17.8	1.2	Good	1204	v6
Q53GD3	83.79	89.12	33.88	98.25	46.5	38.3	10.6	4.6	Good	5579	v6
Q53GG5	66.98	62.22	30.36	94.31	20.9	22.6	32.2	24.3	Medium	2749	v6
Q53GI3	62.01	68.94	25.17	91.88	6.4	42.8	8.7	42.1	Medium	4510	v6
Q53GL0	69.33	74.0	26.09	98.12	33.5	19.3	15.3	31.9	Medium	3248	v6
Q53GL7	68.85	82.94	23.89	97.81	22.6	39.2	8.3	29.9	Medium	7729	v6
Q53GQ0	94.55	97.62	46.19	98.94	87.7	9.2	2.8	0.3	Excellent	2415	v6
Q53GS7	79.55	89.62	27.45	97.62	47.9	28.0	9.1	15.0	Good	5605	v6
Q53GS9	79.3	90.44	25.0	97.88	51.6	26.7	3.9	17.8	Good	4613	v6
Q53GT1	89.69	95.81	27.67	98.75	83.2	7.2	1.4	8.1	Good	5043	v6
Q53H12	86.93	90.81	31.53	97.38	56.8	35.5	4.3	3.4	Good	3319	v6
Q53H47	83.32	91.62	24.91	98.44	59.4	24.4	4.9	11.3	Good	5486	v6
Q53H54	85.13	94.19	25.3	98.88	73.3	11.4	2.1	13.1	Good	3538	v6
Q53H64	78.33	87.94	45.0	94.88	35.0	32.3	24.9	7.8	Good	937	v6
Q53H76	89.55	95.94	25.05	98.94	78.0	11.6	2.9	7.4	Good	3497	v6
Q53H80	68.27	60.22	32.94	98.75	33.2	10.1	24.2	32.6	Medium	1577	v6
Q53H82	95.85	97.62	47.62	98.94	92.8	6.2	0.6	0.3	Excellent	2307	v6
Q53H96	94.84	97.31	35.16	98.81	92.7	4.2	1.9	1.1	Excellent	2003	v6
Q53HC0	73.8	69.56	36.84	98.81	41.3	8.5	32.2	17.9	Good	2597	v6
Q53HC5	91.98	96.38	25.94	98.81	84.8	10.0	0.7	4.5	Excellent	4785	v6
Q53HC9	89.26	96.12	30.0	98.94	79.0	9.4	3.6	8.1	Good	3068	v6
Q53HI1	88.86	93.5	29.19	98.38	73.4	18.2	3.7	4.8	Good	2159	v6
Q53HL2	68.28	76.69	28.72	98.5	20.7	35.3	15.1	28.9	Medium	2199	v6
Q53HV7	92.78	97.81	35.19	98.88	90.4	0.8	1.1	7.7	Excellent	2102	v6
Q53LP3	61.22	50.69	27.05	96.25	23.1	16.6	11.0	49.2	Medium	3924	v6
Q53QV2	65.61	65.5	43.53	84.56	0.0	36.6	57.6	5.8	Medium	852	v6
Q53QW1	47.85	43.97	29.31	90.88	1.1	7.4	22.4	69.2	Poor	2919	v6
Q53QZ3	76.31	90.94	28.78	98.56	52.7	15.1	5.1	27.0	Good	3836	v6
Q53R12	73.1	79.25	28.98	97.81	28.9	30.0	21.1	19.9	Good	1755	v6
Q53R41	85.17	91.12	24.44	98.5	56.8	31.7	4.1	7.5	Good	6848	v6
Q53RD9	82.78	87.19	33.94	97.56	40.4	45.3	6.9	7.4	Good	3303	v6
Q53RE8	84.41	94.69	26.84	98.5	72.2	9.5	2.8	15.6	Good	1373	v6
Q53RT3	70.77	86.5	28.44	97.31	43.5	13.8	7.4	35.3	Good	2610	v6
Q53RY4	76.17	82.56	33.38	96.75	28.4	36.9	22.1	12.6	Good	1794	v6
Q53S08	73.66	88.12	30.69	98.38	45.9	18.2	4.5	31.4	Good	1985	v6
Q53S33	81.33	89.38	51.41	94.81	48.9	25.6	25.6	0.0	Good	849	v6
Q53S58	90.39	93.69	45.44	98.81	69.3	26.2	3.8	0.6	Excellent	2390	v6
Q53S99	54.0	51.09	31.27	88.94	0.0	11.1	45.0	43.9	Medium	1149	v6
Q53SF7	50.51	42.09	27.97	95.88	12.3	4.7	13.7	69.4	Medium	8689	v6
Q53SZ7	59.04	48.5	32.69	96.19	18.6	11.3	14.6	55.4	Medium	3155	v6
Q53T59	67.69	65.31	31.56	97.88	32.9	10.6	22.6	33.9	Medium	3011	v6
Q53T94	79.35	89.38	27.89	98.5	47.9	26.4	9.7	16.0	Good	4848	v6
Q53TN4	87.19	97.38	33.09	98.88	77.7	3.1	8.0	11.1	Good	2236	v6
Q53TQ3	52.25	43.0	25.5	94.0	5.8	20.5	11.9	61.8	Medium	7957	v6
Q53TS8	39.82	33.62	22.39	95.06	2.9	5.4	8.8	83.0	Poor	14716	v6
Q562E7	69.23	82.12	19.02	96.94	13.4	54.2	6.7	25.8	Medium	14912	v6
Q562F6	42.94	37.91	24.25	98.31	6.0	2.8	4.7	86.5	Poor	10135	v6
Q562R1	94.97	97.44	31.86	98.75	91.8	5.4	1.7	1.1	Excellent	2945	v6
Q567U6	78.49	85.69	28.94	96.94	31.7	45.2	11.8	11.3	Good	5135	v6
Q567V2	88.1	94.25	43.47	98.62	68.8	20.3	8.4	2.4	Good	1638	v6
Q569G3	62.69	60.34	31.88	97.38	13.6	22.6	29.4	34.4	Medium	1347	v6
Q569H4	63.69	59.59	36.5	98.75	14.0	14.8	45.2	25.9	Medium	2302	v6
Q569K4	61.3	53.19	34.66	95.56	14.8	17.5	26.2	41.5	Medium	3533	v6
Q569K6	72.73	87.75	25.34	98.5	46.9	16.0	7.7	29.4	Good	5874	v6
Q56A73	82.17	94.19	28.92	98.56	63.7	12.6	8.7	14.9	Good	2024	v6
Q56NI9	58.81	43.28	27.44	98.0	28.1	8.5	6.4	57.0	Medium	4800	v6
Q56P03	75.38	83.31	31.7	97.38	28.1	33.8	29.2	9.0	Good	2290	v6
Q56P42	74.8	78.31	39.44	89.88	0.0	72.2	20.4	7.4	Good	755	v6
Q56UN5	44.13	32.72	23.08	98.56	14.6	4.9	3.2	77.3	Poor	10550	v6
Q56UQ5	86.57	92.56	45.72	98.38	66.1	18.3	13.0	2.6	Good	1103	v6
Q56VL3	57.29	59.03	32.41	80.81	0.0	9.2	66.0	24.8	Medium	1191	v6
Q587I9	57.29	54.16	33.09	90.38	0.7	15.4	49.7	34.2	Medium	1533	v6
Q587J7	73.57	87.0	22.16	97.81	36.5	34.0	5.6	24.0	Good	9313	v6
Q587J8	67.69	66.75	34.06	98.06	32.5	13.3	20.1	34.1	Medium	1709	v6
Q58A44	78.9	88.44	39.56	94.62	43.7	24.2	24.9	7.2	Good	774	v6
Q58A45	64.34	73.88	24.78	97.62	32.6	18.5	7.6	41.3	Medium	6719	v6
