uniprot_id	sequence_len	mass_recalc	isoelectric_point	gravy	aromaticity	instability_index
Q8N8E2	541	57881.325600	7.493107	-0.735490	0.051756	57.606470
Q8N8N0	203	22357.010900	8.195753	0.054187	0.049261	65.852217
Q8N8N7	351	38498.520500	5.265246	-0.154701	0.074074	36.603447
Q8N8Q3	282	30791.313100	8.335649	-0.092908	0.049645	50.897163
Q8N8Q8	333	37062.158600	9.864324	0.308108	0.099099	53.215616
Q8N8R3	303	32061.791400	9.031972	0.216832	0.075908	32.720132
Q8N8R7	260	29337.278600	8.421779	-0.552308	0.069231	61.430808
Q8N8S7	591	66509.468600	6.511896	-1.095939	0.032149	64.465482
Q8N8U9	685	75996.004300	8.176928	-0.280584	0.075912	52.531985
Q8N8V2	638	72512.408400	5.718253	-0.382602	0.072100	46.479624
Q8N8V4	417	46596.250700	4.986678	-0.727098	0.057554	47.857554
Q8N8W4	532	57874.365500	8.353378	-0.263722	0.080827	56.602274
Q8N8X9	362	42356.360800	8.843531	-0.336740	0.104972	45.068508
Q8N8Y2	350	40425.906800	5.183966	-0.195714	0.117143	43.222943
Q8N907	189	20179.578800	9.887468	0.096825	0.052910	66.716931
Q8N912	160	18050.927200	11.211584	-0.439375	0.037500	59.535000
Q8N960	986	112638.835600	5.902468	-0.629919	0.058824	54.213093
Q8N966	263	29099.250800	9.495629	0.603042	0.114068	44.353232
Q8N983	215	23430.525900	8.966730	-0.164651	0.055814	46.888372
Q8N987	351	40570.702600	4.827643	-0.708547	0.079772	64.046439
Q8N999	325	37489.584700	6.596358	-0.475692	0.095385	41.351077
Q8N9A8	125	14266.565100	8.705956	0.176800	0.104000	52.701600
Q8N9B5	988	111443.770700	5.881949	-0.725304	0.052632	65.694130
Q8N9E0	248	28940.232200	10.103050	-2.050000	0.036290	79.408468
Q8N9F0	302	32836.857700	9.046671	0.050993	0.082781	46.733146
Q8N9F7	314	36166.694000	8.656960	-0.096815	0.101911	34.601943
Q8N9H9	823	89017.968200	5.540233	-0.277035	0.064399	67.624313
Q8N9I0	419	46871.700900	8.178475	-0.504773	0.071599	34.725537
Q8N9I5	356	40446.922900	8.125998	0.173876	0.101124	54.043820
Q8N9I9	347	37987.577100	9.020819	-0.414409	0.060519	49.023660
Q8N9L9	421	46325.989600	8.306574	-0.093587	0.085511	41.568884
Q8N9M5	508	54174.193200	5.590820	-0.050197	0.066929	52.996280
Q8N9N2	400	45508.983600	5.360736	-0.506250	0.080000	42.473275
Q8N9N5	519	56493.835700	5.265246	-0.415800	0.030829	55.194817
Q8N9N8	165	19052.855600	5.141678	-0.963636	0.060606	74.022424
Q8N9Q2	155	18176.517600	9.857619	-1.878710	0.038710	68.292903
Q8N9R8	606	70398.619600	8.777258	-0.435149	0.112211	50.326254
Q8N9V6	530	59570.333600	9.578277	-0.572830	0.075472	40.868887
Q8N9W5	541	59409.246100	5.664313	-0.336969	0.077634	53.032532
Q8N9W6	283	31301.062600	6.587605	-0.383392	0.109541	61.620141
Q8NA29	543	60169.582600	6.513544	0.421731	0.123389	35.815322
Q8NA31	727	83062.714700	7.286554	-0.467950	0.072902	45.885420
Q8NA42	475	54612.396400	8.212644	-0.764632	0.094737	41.729684
Q8NA54	791	92580.165500	6.212979	-0.556131	0.092288	50.525424
Q8NA56	475	55080.971400	5.502606	-0.580632	0.096842	44.693495
Q8NA58	520	60122.784300	8.821676	-0.154231	0.123077	48.695212
Q8NA61	448	51569.868500	6.701965	-0.869196	0.053571	80.070313
Q8NA72	575	63350.752900	6.967460	-0.458435	0.050435	48.955826
Q8NA77	164	18469.119000	4.050028	-0.490244	0.128049	58.930488
Q8NA82	808	90509.904000	6.261179	-0.958663	0.061881	67.541238
Q8NAC3	791	86238.661900	5.727233	-0.087611	0.069532	54.874842
Q8NAG6	615	66889.550400	5.978405	-0.420813	0.045528	53.279203
Q8NAM6	433	48956.040500	6.472733	-0.808083	0.064665	54.303233
Q8NAN2	632	71004.963400	5.416779	-0.195411	0.091772	49.973623
Q8NAP3	1195	134255.742200	8.338293	-0.690544	0.072803	51.024452
Q8NAP8	495	54174.898300	4.983154	-0.407273	0.062626	54.388485
Q8NAT1	580	66614.493700	8.810588	-0.080345	0.108621	39.362776
Q8NAU1	260	28282.998400	8.838309	-0.367692	0.050000	50.675000
Q8NAV1	312	37476.080800	9.973275	-1.265064	0.067308	95.795513
Q8NAX2	398	43641.327600	6.097653	-0.696985	0.065327	59.703769
Q8NB12	490	56616.419400	6.660871	-0.411224	0.097959	41.724510
Q8NB14	1042	116544.775300	5.819938	-0.163244	0.083493	52.112965
Q8NB15	252	28264.873200	7.600533	-0.518651	0.087302	57.726984
Q8NB16	471	54478.444600	9.004638	-0.531847	0.065817	55.832081
Q8NB25	1140	132963.424900	5.591161	-0.960263	0.036842	64.572737
Q8NB49	1132	129475.648900	6.249754	-0.067845	0.116608	42.306749
Q8NB59	555	62286.537200	6.018704	-0.538198	0.084685	60.185423
Q8NB66	2214	250908.553400	5.641520	-0.609982	0.081301	47.138677
Q8NB78	822	92097.273400	8.133154	-0.349635	0.097324	38.491995
Q8NB90	893	97903.276800	5.500730	-0.191153	0.053751	39.971713
Q8NB91	859	97725.229900	7.794308	-0.111641	0.093132	35.278359
Q8NBA8	298	33415.299300	8.949775	-0.408054	0.050336	64.021510
Q8NBB4	408	45285.797600	8.853266	-0.739951	0.049020	65.552941
Q8NBD8	167	19530.592400	5.676476	0.349701	0.185629	38.474850
Q8NBF1	620	65975.749100	7.563360	-0.480484	0.056452	62.480968
Q8NBF2	726	79442.634400	5.331691	-0.137328	0.077135	36.735399
Q8NBI2	242	27214.032100	9.636492	0.731405	0.161157	34.613306
Q8NBI3	349	38649.506300	7.620597	-0.676504	0.045845	66.207736
Q8NBI5	491	54528.186000	8.813296	0.448880	0.140530	37.691690
Q8NBI6	393	43806.247800	8.348543	-0.056997	0.101781	41.757786
Q8NBJ4	401	45332.710500	4.913015	-0.982544	0.032419	54.461347
Q8NBJ5	622	71635.270100	6.850201	-0.413023	0.096463	51.822042
Q8NBJ7	301	33842.688600	7.782897	-0.560465	0.119601	30.605648
Q8NBJ9	832	94453.319700	6.547704	0.205889	0.132212	38.396118
Q8NBK3	374	40555.971300	6.181832	-0.429412	0.098930	42.140134
Q8NBL1	392	46188.622800	8.906646	-0.446939	0.137755	43.031148
Q8NBM4	344	38963.059500	9.209260	0.214535	0.122093	44.627936
Q8NBN3	555	63429.257500	6.316028	0.132793	0.122523	39.153712
Q8NBN7	331	35931.800900	8.226827	-0.104230	0.057402	41.075227
Q8NBP7	692	74285.411700	6.141590	-0.140173	0.052023	46.771532
Q8NBQ5	300	32963.482900	9.275276	0.291333	0.083333	32.594000
Q8NBQ7	271	30202.583700	8.076229	0.661993	0.103321	41.478229
Q8NBR6	621	67105.444200	4.442274	-0.507729	0.059581	58.773108
Q8NBS3	875	98180.193300	8.230179	0.168914	0.101714	43.811897
Q8NBS9	432	47628.303800	5.631914	-0.400463	0.090278	32.755579
Q8NBT0	407	45008.404700	7.311393	-0.293857	0.076167	34.095332
Q8NBT2	197	22442.885300	4.651385	-0.537563	0.045685	48.858376
Q8NBU5	361	40743.583300	6.429479	-0.253463	0.060942	40.791690
Q8NBV8	387	42432.663700	9.518064	-0.168217	0.062016	45.686305
Q8NBW4	561	63774.921300	7.594508	0.404456	0.144385	41.375455
Q8NBZ0	244	26477.720700	8.411786	-0.713115	0.057377	67.554508
Q8NBZ7	420	47576.223100	8.990390	-0.369762	0.080952	40.852143
Q8NC01	280	31951.860400	5.929580	-0.482857	0.096429	55.730429
Q8NC06	268	30307.210100	6.828602	-0.635821	0.093284	69.441455
Q8NC24	303	32404.857600	6.417770	-0.739274	0.033003	55.945545
Q8NC26	417	47746.128900	8.900199	-1.032374	0.069544	46.363573
Q8NC42	400	43164.037000	6.083784	-0.020750	0.072500	43.306525
Q8NC44	543	57829.361200	4.386004	-0.160221	0.049724	66.348250
Q8NC51	408	44964.834500	8.662504	-1.289216	0.051471	46.168382
Q8NC56	503	56974.488600	9.160135	-0.467197	0.075547	59.668787
Q8NC60	698	78456.857300	8.865837	-0.476648	0.070201	49.297292
Q8NC67	525	59392.183700	6.380711	-0.311238	0.099048	45.802857
Q8NC69	237	27610.037300	5.605712	-0.444726	0.118143	25.759536
Q8NCA5	518	55271.878400	9.095732	-0.753668	0.075290	47.788610
Q8NCB2	501	54353.085900	5.383755	-0.519162	0.067864	40.518583
Q8NCC3	412	46657.180900	6.264646	-0.144660	0.116505	43.153665
Q8NCC5	494	54485.298700	5.464865	0.503846	0.141700	46.291377
Q8NCD3	748	83538.188100	9.399442	-0.807086	0.058824	57.831551
Q8NCE0	465	53246.303900	7.951160	-0.536129	0.088172	56.103462
Q8NCE2	650	72202.538800	5.854666	-0.293538	0.103077	47.385385
Q8NCF5	419	45816.201500	6.192517	-0.682100	0.033413	72.574224
Q8NCG5	386	45133.103300	9.114879	-0.183679	0.101036	63.196140
Q8NCG7	672	73731.278100	6.086626	0.186012	0.086310	45.209524
Q8NCH0	376	42996.484000	9.554037	-0.293617	0.098404	53.460904
Q8NCK7	471	47790.375200	8.666050	0.686624	0.087049	43.331210
Q8NCL4	622	71157.754300	8.466133	-0.410932	0.094855	49.225932
Q8NCM2	988	111875.353400	7.506407	-0.208907	0.089069	41.914514
Q8NCM8	4307	492615.946100	6.125845	-0.326956	0.086603	42.485739
Q8NCN4	708	77193.459400	9.278048	-0.764124	0.025424	61.681356
Q8NCP5	570	63880.861600	6.160801	-0.577368	0.071930	56.984211
Q8NCR0	500	56702.986400	5.460147	-0.167200	0.104000	48.795840
Q8NCR6	262	30166.242600	8.760883	-0.667557	0.103053	54.361069
Q8NCS7	719	81693.349200	8.466327	0.381641	0.140473	30.877079
Q8NCT1	418	45478.663400	5.842503	-0.058852	0.078947	46.531818
Q8NCU1	143	16080.975600	6.106293	-0.718182	0.055944	62.610490
Q8NCU7	369	39743.283300	11.280694	-0.452033	0.035230	65.977778
Q8NCU8	56	6526.581100	11.269670	-0.328571	0.071429	63.939286
Q8NCW0	462	48848.586400	7.440986	-0.202165	0.084416	45.914286
Q8NCW5	288	31674.224600	7.562735	-0.096875	0.093750	45.665972
Q8NCW6	608	68918.090900	8.470968	-0.364474	0.100329	40.906299
Q8ND04	991	109682.398200	7.735753	-0.471544	0.079717	51.699617
Q8ND23	1372	150228.109900	7.204479	-0.516545	0.050292	57.976093
Q8ND25	227	23782.356500	6.181888	-0.339648	0.070485	61.940969
Q8ND30	876	98542.515200	5.884848	-0.624087	0.053653	50.189281
Q8ND56	463	50529.219700	9.554489	-0.931965	0.077754	53.688985
Q8ND76	341	39336.192400	6.758293	-0.488856	0.085044	52.364223
Q8ND83	568	60594.108300	7.565179	-0.507218	0.059859	75.868134
Q8ND90	353	39760.923300	4.782967	-0.293484	0.073654	42.144476
Q8NDA8	1641	181247.431800	6.438289	0.065570	0.056063	45.714942
Q8NDB2	785	89280.851800	5.278660	-0.670064	0.077707	57.529185
Q8NDC0	245	24268.856000	5.304635	-0.630612	0.089796	81.674286
Q8NDC4	146	16235.813500	7.876119	-0.589726	0.143836	16.963014
Q8NDD1	293	32609.852400	9.879796	-0.952901	0.040956	48.389420
Q8NDF8	572	63266.160500	9.068268	-0.600175	0.083916	49.076591
Q8NDG6	1382	155681.629500	6.624039	-0.133502	0.086107	41.228589
Q8NDH3	523	55860.273800	6.412257	0.014723	0.061185	34.853155
Q8NDH6	482	54406.426700	5.183796	-0.631743	0.074689	49.523444
Q8NDI1	1231	140015.634600	5.239384	-0.921933	0.056052	59.245841
Q8NDL9	886	97532.826100	9.343999	-0.552822	0.079007	59.237370
Q8NDM7	1665	191981.456100	5.705691	-0.384024	0.081081	48.262042
Q8NDN9	531	58251.588900	6.016260	-0.064783	0.097928	27.206968
Q8NDP4	499	58394.849600	9.397508	-1.049499	0.106212	49.031884
Q8NDQ6	660	77093.089700	9.583306	-0.914394	0.089394	38.497773
Q8NDT2	890	97204.280400	9.862196	-0.854270	0.058427	61.006966
Q8NDV1	305	35394.576100	9.234403	-0.268852	0.140984	29.448197
Q8NDV3	1235	143786.904800	7.326057	-0.709717	0.061538	50.747547
Q8NDV7	1962	210294.774000	6.550887	-0.941794	0.055556	53.948165
Q8NDW8	1320	150942.550700	6.852361	-0.210909	0.082576	42.067811
Q8NDX1	1056	116247.953200	5.309580	-0.745455	0.064394	63.176326
Q8NDX2	589	64990.348200	5.948053	0.173514	0.117148	43.147080
Q8NDX5	983	106160.312500	6.147160	-0.431740	0.023398	85.876195
Q8NDZ2	872	96837.145600	6.104189	-0.474312	0.048165	64.703911
Q8NDZ4	430	49481.291300	8.841468	-0.332558	0.100000	46.398140
Q8NE01	707	76118.234200	5.762303	0.037199	0.065064	46.443168
Q8NE09	1264	147161.641000	8.078678	-0.546835	0.113133	51.701123
Q8NE31	585	65726.408000	5.503913	-0.984786	0.046154	65.713846
Q8NE35	698	76013.406900	6.555093	-0.565759	0.083095	63.234384
Q8NE63	616	69424.213600	6.184389	-0.440909	0.079545	47.883653
Q8NE71	845	95924.590700	6.399695	-0.953728	0.054438	48.808757
Q8NE79	360	41450.541300	8.021173	-0.198611	0.097222	48.924167
Q8NE86	351	39866.376100	8.834054	-0.259544	0.085470	44.357265
Q8NEA6	775	83634.711600	8.337390	-0.559871	0.059355	67.130723
Q8NEA9	526	60298.345900	8.478576	-0.397909	0.102662	48.640684
Q8NEB5	264	29484.039200	8.806269	0.203788	0.147727	32.111818
Q8NEB9	887	101548.266100	6.367297	-0.442728	0.090192	43.281623
Q8NEC5	780	90089.505800	7.221360	-0.614872	0.106410	45.601154
Q8NEE6	735	83922.683000	9.025525	-0.168571	0.073469	47.494857
Q8NEH6	495	60570.606200	6.734818	-1.335354	0.050505	66.395556
Q8NEJ0	188	21066.278600	7.036747	0.103723	0.085106	46.573936
Q8NEJ9	315	35893.678500	9.574022	-0.805714	0.034921	55.308254
Q8NEK8	389	44499.136900	6.167792	-0.128792	0.100257	42.162262
Q8NEL9	900	100434.049900	5.417404	-0.570222	0.084444	52.233011
Q8NEM0	835	92848.129000	8.562127	-0.630060	0.059880	53.545868
Q8NEM7	779	85788.172200	8.769973	-0.558151	0.052632	63.160976
Q8NEM8	1001	116010.092900	8.977754	-0.710889	0.104895	39.331878
Q8NEN9	1154	128561.755300	5.782651	-0.403899	0.067591	48.103033
Q8NEP3	725	80025.218300	4.571640	-0.763034	0.038621	62.403448
Q8NEQ6	169	17657.112200	9.228859	-0.224852	0.041420	43.977515
Q8NER1	839	94955.193500	6.899708	-0.148272	0.108462	42.878451
Q8NER5	493	54870.251500	8.221025	-0.016024	0.068966	45.317039
Q8NES3	379	41772.737600	9.354701	-0.149868	0.076517	47.482586
Q8NET5	270	29685.492700	9.037581	-0.388519	0.077778	58.897037
Q8NET6	341	38919.486200	10.556456	-0.359531	0.096774	62.601496
Q8NET8	790	90634.991800	6.165632	-0.103924	0.102532	54.681810
Q8NEU8	664	74492.509400	4.868396	-0.389157	0.066265	40.804669
Q8NEV1	391	45219.169200	8.541239	-0.485166	0.107417	47.822072
Q8NEV4	1616	186206.248200	9.039773	-0.623453	0.084777	48.457457
Q8NEV8	1989	222517.596700	7.869865	-0.922222	0.067873	63.253555
Q8NEV9	243	27492.425200	6.183082	-0.164609	0.074074	58.075309
Q8NEW0	376	41625.444000	6.432150	0.297340	0.109043	23.864894
Q8NEX9	313	35262.389900	9.257031	-0.155591	0.092652	35.727796
Q8NEY1	1877	202469.376700	8.196140	-0.591369	0.044219	56.851891
Q8NEY4	427	48758.141900	5.823519	-0.346604	0.091335	37.724614
Q8NEY8	458	52736.484100	9.146984	-1.299345	0.076419	68.839760
Q8NEZ2	397	44313.915900	5.371308	-0.346851	0.070529	68.597733
Q8NEZ3	1342	151579.305500	5.936344	-0.198808	0.093145	37.523264
Q8NEZ4	4911	541363.744400	6.072246	-0.725697	0.052128	62.191246
Q8NEZ5	403	44507.868300	6.606362	0.033002	0.074442	40.581638
Q8NF37	534	59150.681200	5.772022	-0.058240	0.084270	46.314981
Q8NF50	2099	238526.310200	6.434254	-0.298190	0.087661	48.987013
Q8NF64	920	96535.904700	6.678036	-0.360978	0.061957	58.897174
Q8NF91	8797	1011074.206400	5.374604	-0.621632	0.054450	51.637200
Q8NF99	534	61138.237300	6.929321	-0.784831	0.071161	61.092135
Q8NFA0	1604	181653.594400	6.011371	-0.474688	0.091646	48.149389
Q8NFA2	376	41252.286200	9.899394	-0.482713	0.066489	69.083245
Q8NFB2	350	40646.111600	6.789895	0.604286	0.140000	53.741714
Q8NFC6	3051	330462.675300	5.004298	-0.990200	0.017699	55.049033
Q8NFD2	765	84631.513400	6.604373	-0.144444	0.062745	36.976471
Q8NFD5	2319	243940.577600	6.428513	-0.709530	0.052609	68.516520
Q8NFF2	622	69041.084000	7.477590	0.324920	0.102894	42.018055
Q8NFF5	587	65264.783700	6.486659	-0.231857	0.093697	47.646508
Q8NFG4	579	64472.608600	5.828464	-0.295337	0.075993	47.827461
Q8NFH3	380	42150.305200	5.311627	-0.358947	0.078947	44.580526
Q8NFH4	326	36707.185600	5.546713	-0.202147	0.104294	45.878865
Q8NFH5	326	34773.376200	9.146210	-0.267178	0.067485	64.263528
Q8NFH8	660	71532.697500	7.560745	-0.646515	0.056061	64.792591
Q8NFJ5	357	40250.617900	8.385870	0.310364	0.131653	38.686555
Q8NFJ6	384	43995.362400	9.037517	0.347917	0.138021	28.707865
Q8NFJ9	593	65082.669600	8.022268	-0.037437	0.062395	46.178583
Q8NFL0	401	45986.649800	9.195722	-0.250873	0.114713	43.268853
Q8NFM4	1077	119792.913000	7.311336	0.151532	0.097493	41.573556
Q8NFM7	739	82409.665100	6.778982	-0.346143	0.096076	56.535061
Q8NFN8	814	89096.120600	7.739675	-0.315479	0.068796	63.597789
Q8NFP4	955	105789.108300	8.649675	-0.365759	0.076440	44.106115
Q8NFP7	164	18499.672400	5.518009	-0.738415	0.079268	55.242683
Q8NFP9	2946	327817.735900	5.783277	-0.188357	0.077054	43.804525
Q8NFR3	76	9197.765400	7.721713	0.480263	0.197368	39.765789
Q8NFR9	667	74808.849800	9.431161	-0.118441	0.079460	50.961934
Q8NFT2	490	56054.868100	9.277275	0.224082	0.124490	44.644327
Q8NFT6	615	67241.987100	8.716657	-0.436585	0.063415	61.139854
Q8NFT8	737	78474.081200	5.028625	-0.151425	0.063772	48.073555
Q8NFU0	473	53496.646700	5.808456	-0.132981	0.114165	46.747400
Q8NFU1	509	57138.310700	5.109052	0.066798	0.125737	46.560373
Q8NFU3	115	12530.107500	5.851370	-0.239130	0.078261	48.799130
Q8NFU5	416	47221.171300	7.269048	-0.512740	0.096154	47.282043
Q8NFU7	2136	235305.985800	8.528668	-0.653277	0.050094	50.805389
Q8NFV4	306	33746.457900	9.240785	-0.081373	0.065359	46.331046
Q8NFW5	382	41197.631000	8.758562	-0.638482	0.054974	60.325654
Q8NFW8	434	48378.683300	8.156814	-0.406221	0.066820	47.398641
Q8NFW9	859	95705.159300	5.438548	-0.819790	0.048894	62.545425
Q8NFX7	210	23553.562800	9.190500	-0.526190	0.076190	37.548571
Q8NFY4	1073	119870.865700	8.769779	-0.476142	0.083877	42.841482
Q8NFY9	601	68821.835100	5.875469	-0.307987	0.108153	42.845774
Q8NFZ0	1043	117684.938600	8.584884	-0.271524	0.083413	52.059559
Q8NFZ3	816	92019.455500	5.765884	-0.331985	0.101716	43.670000
Q8NFZ4	835	90818.831300	5.779468	-0.309102	0.091018	53.245533
Q8NFZ5	429	48699.036400	6.026775	-0.863170	0.027972	60.397203
Q8NFZ8	388	42784.813200	5.917303	-0.243299	0.072165	32.679124
Q8NG06	486	54765.777000	5.869217	-0.429835	0.076132	51.107428
Q8NG08	1087	123251.052000	5.585250	-0.466513	0.079117	46.838280
Q8NG11	270	30690.481900	6.414815	0.431852	0.151852	32.872222
Q8NG27	643	71001.699400	5.054487	-0.986159	0.069984	67.715241
Q8NG31	2342	265388.327900	5.296337	-0.662852	0.058924	49.297831
Q8NG50	284	31969.408700	5.748036	-0.185563	0.091549	54.278239
Q8NG66	645	74191.505300	4.996227	-0.607752	0.063566	54.944031
Q8NG98	312	34447.531300	7.045102	0.757372	0.118590	42.493622
Q8NGI8	311	34789.048000	8.829542	0.763023	0.135048	43.014855
Q8NHC4	309	34400.809400	8.649739	0.879612	0.113269	28.786731
Q8NHE4	81	9183.953900	8.802981	0.935802	0.172840	19.100000
Q8NHG7	77	8442.581900	9.061950	-0.923377	0.025974	76.507792
Q8NHG8	242	24114.501200	6.640977	-0.263223	0.045455	64.609917
Q8NHH1	710	79090.132300	8.914511	-0.361127	0.073239	49.011859
Q8NHH9	583	66228.420700	5.302021	-0.356604	0.090909	41.810652
Q8NHJ6	448	49355.061300	6.191722	-0.536830	0.064732	60.870089
Q8NHL6	650	70818.522800	5.685286	-0.445692	0.075385	55.634015
Q8NHM5	1336	152612.982700	8.852492	-0.720210	0.065868	60.578451
Q8NHP1	331	36969.558500	6.393216	-0.277946	0.102719	51.739033
Q8NHP6	518	59745.457200	5.695858	-0.464479	0.100386	37.713533
Q8NHP8	589	65471.046500	6.338593	-0.106791	0.113752	40.303582
Q8NHQ1	597	69750.948900	5.518464	-0.679899	0.055276	52.656449
Q8NHQ9	600	68546.022300	9.322273	-0.410167	0.073333	45.149000
Q8NHS0	232	25686.051900	6.003414	-0.696121	0.129310	46.798707
Q8NHS1	167	17983.997500	7.563758	0.701198	0.101796	41.329341
Q8NHS3	518	57626.884900	6.410040	0.450000	0.113900	40.933205
Q8NHS9	363	41317.373100	9.449018	-0.755372	0.077135	44.904711
Q8NHU2	1237	141346.885600	5.755255	-0.175505	0.104285	47.059175
Q8NHU3	365	42279.677900	9.013405	-0.040274	0.147945	39.186055
Q8NHU6	1098	123584.150700	6.838720	-0.293169	0.075592	41.661849
Q8NHV1	300	34508.172000	6.100893	-0.530333	0.070000	44.242700
Q8NHV4	660	71965.268900	8.150690	-0.394091	0.059091	41.729394
Q8NHV9	184	20541.871200	5.773557	-0.806522	0.048913	54.298424
Q8NHW3	353	36981.573400	7.492880	-0.668555	0.056657	48.683286
Q8NHW4	92	10165.693800	5.134801	0.271739	0.108696	33.497826
Q8NHX9	752	85241.938200	6.653027	0.394016	0.126330	39.271410
Q8NHY0	566	63257.272800	8.787766	-0.087986	0.098940	47.465901
Q8NHY2	731	80473.432900	6.405209	-0.369220	0.087551	53.655814
Q8NHY3	880	96518.729400	9.301772	-0.668636	0.048864	67.423750
Q8NHZ7	208	22993.565300	11.529091	-0.608654	0.028846	75.213462
Q8NHZ8	85	9776.863300	6.316256	-1.200000	0.047059	50.274118
Q8NI08	942	106160.246300	5.425589	-0.707431	0.074310	49.550318
Q8NI17	732	82952.858500	6.753291	-0.390984	0.101093	42.012309
Q8NI22	146	16390.146600	4.505763	-0.484932	0.068493	68.682192
Q8NI27	1593	182772.507900	8.668629	-0.770245	0.071563	48.899517
Q8NI35	1801	196365.712800	4.836907	-0.402943	0.047751	45.712221
Q8NI36	895	99365.019900	6.957684	-0.089721	0.083799	49.519899
Q8NI37	304	32645.317800	4.986564	-0.142763	0.082237	42.964474
Q8NI38	313	33480.306700	6.900902	-0.010224	0.028754	40.076997
Q8NI51	663	75746.339500	8.582757	-0.765611	0.061840	51.044947
Q8NI60	647	71949.339000	6.512350	-0.289026	0.086553	47.446862
Q8NI77	898	102279.889300	9.086964	-0.657684	0.053452	54.969844
Q8TA86	221	26106.323200	9.797341	-1.701357	0.045249	75.691448
Q8TAA9	524	59974.250400	8.937977	-0.183397	0.101145	46.357290
Q8TAB3	1148	126251.140300	5.192151	-0.366202	0.062718	41.762552
Q8TAB5	229	24967.512300	5.172144	-0.761572	0.043668	83.096070
Q8TAC2	188	20755.692200	6.905506	-0.055851	0.053191	68.435106
Q8TAC9	235	26104.205400	8.803110	0.394043	0.165957	28.021362
Q8TAD2	202	21892.849600	9.254259	-0.303465	0.079208	68.307921
Q8TAD4	765	84045.521800	6.872198	0.494379	0.105882	32.670497
Q8TAD8	396	45776.949600	10.000416	-1.499242	0.050505	78.739419
Q8TAE7	436	49592.068000	8.601001	0.122706	0.112385	44.170229
Q8TAE8	222	25383.530800	10.026719	-1.028378	0.058559	75.844595
Q8TAF3	677	76209.603000	6.587435	-0.461300	0.070901	31.796322
Q8TAF8	219	24200.263700	6.690370	0.592237	0.136986	27.958904
Q8TAG5	236	25833.040700	8.386257	-0.265678	0.080508	38.652966
Q8TAG9	804	93721.248800	5.818915	-0.406219	0.092040	52.155846
Q8TAI7	183	20681.285400	6.237647	-0.215847	0.098361	21.385246
Q8TAK6	271	27904.779500	9.706569	-0.156089	0.036900	57.346125
Q8TAM1	723	80836.629300	7.947485	-0.048824	0.076072	38.980913
Q8TAM2	541	61533.517900	6.325179	-0.330499	0.097967	39.021682
Q8TAM6	284	32782.574700	4.754093	-1.252465	0.049296	57.687676
Q8TAP4	145	16593.395400	8.598809	-0.191034	0.096552	24.343448
Q8TAP6	659	74412.647900	6.312959	-0.235508	0.083460	48.724734
Q8TAP8	253	27952.758600	8.902133	-0.645455	0.031621	90.576324
Q8TAP9	179	19146.637900	10.229344	-1.196089	0.117318	64.423464
Q8TAQ2	1214	132877.826200	5.485952	-0.744975	0.055189	57.829984
Q8TAS1	419	46545.720600	5.591047	-0.086158	0.097852	46.390716
Q8TAT2	258	27590.068400	9.962122	-0.675969	0.050388	55.525194
Q8TAT5	605	67768.372900	9.228988	-0.413554	0.076033	42.004661
Q8TAT6	608	68119.448100	5.944472	-0.368421	0.093750	38.208734
Q8TAU0	364	38405.197200	7.190780	-0.521429	0.071429	49.364835
Q8TAU3	575	65732.545200	9.291393	-0.930261	0.085217	44.138800
Q8TAV3	490	53843.154500	9.025525	0.099184	0.077551	45.426327
Q8TAX0	266	29610.901600	9.768137	-0.464286	0.082707	47.843985
Q8TAX7	377	39158.291900	8.994387	-0.597347	0.031830	75.956499
Q8TAX9	416	47347.386000	5.154922	-0.420673	0.069712	39.301683
Q8TAZ6	248	27495.176600	9.909387	-0.291935	0.080645	59.415726
Q8TB24	985	107852.354800	6.174897	-0.356447	0.054822	65.856761
Q8TB36	358	41345.183100	8.484829	-0.431844	0.083799	45.630168
Q8TB37	319	34082.424200	9.172900	0.070219	0.040752	51.358934
Q8TB40	342	38793.919700	7.132975	-0.313450	0.102339	45.752924
Q8TB45	409	46293.302700	8.290715	-0.504890	0.068460	54.916161
Q8TB61	432	47514.211200	9.320920	0.437269	0.127315	39.086134
Q8TB68	274	30929.166000	8.906066	-0.512774	0.076642	65.645255
Q8TB72	1066	114214.405800	6.611591	-0.415103	0.068480	48.917092
Q8TB73	568	64672.184800	9.067881	-0.515845	0.102113	40.068662
Q8TB92	370	39513.903800	6.122946	0.074865	0.067568	39.525405
Q8TBA6	731	83023.377000	5.602017	-0.862654	0.045144	53.526676
Q8TBB0	222	25690.366700	8.989036	-0.577928	0.081081	51.977928
Q8TBB1	728	80627.645900	6.669169	-0.366071	0.057692	51.532706
Q8TBB6	771	84050.591800	5.127752	0.422438	0.114137	36.960739
Q8TBC3	707	76342.788000	8.575472	-0.229137	0.069307	50.335941
Q8TBC4	463	51851.813500	5.302021	-0.172138	0.084233	50.442570
Q8TBC5	510	54803.014600	4.758867	-0.748039	0.049020	67.288824
Q8TBE0	780	84651.096200	9.266702	-0.748718	0.048718	75.576551
Q8TBE1	160	18976.272100	6.168361	0.600000	0.193750	51.907062
Q8TBE3	224	25274.543000	5.332032	-0.185714	0.107143	65.088393
Q8TBE7	412	46421.019300	6.987411	0.346602	0.126214	38.243956
Q8TBE9	248	27812.825600	6.005176	-0.174597	0.068548	55.710927
Q8TBF2	198	21222.291000	6.202748	0.151010	0.060606	44.746970
