pdb_id	uniprot_id	experimental_method	resolution	release_date	ligand_count	source	fetch_date
8IY5	P63096	ELECTRON MICROSCOPY	2.8	2023-08-16	0	RCSB_DATA_API	2026-04-11
8IZ4	P63096	ELECTRON MICROSCOPY	2.93	2024-04-10	3	RCSB_DATA_API	2026-04-11
8J18	P63096	ELECTRON MICROSCOPY	2.89	2023-06-21	1	RCSB_DATA_API	2026-04-11
8J19	P63096	ELECTRON MICROSCOPY	3.23	2023-06-21	1	RCSB_DATA_API	2026-04-11
8J1A	P63096	ELECTRON MICROSCOPY	3.24	2023-06-21	0	RCSB_DATA_API	2026-04-11
8J20	P63096	ELECTRON MICROSCOPY	3.2	2024-01-24	2	RCSB_DATA_API	2026-04-11
8J21	P63096	ELECTRON MICROSCOPY	3.3	2024-01-24	1	RCSB_DATA_API	2026-04-11
8J22	P63096	ELECTRON MICROSCOPY	3.2	2024-01-24	1	RCSB_DATA_API	2026-04-11
8J23	P63096	ELECTRON MICROSCOPY	3.2	2024-04-17	0	RCSB_DATA_API	2026-04-11
8J24	P63096	ELECTRON MICROSCOPY	2.6	2024-01-24	1	RCSB_DATA_API	2026-04-11
8J6I	P63096	ELECTRON MICROSCOPY	2.92	2024-04-03	1	RCSB_DATA_API	2026-04-11
8J6J	P63096	ELECTRON MICROSCOPY	2.8	2024-01-10	1	RCSB_DATA_API	2026-04-11
8J6L	P63096	ELECTRON MICROSCOPY	3.05	2024-04-03	1	RCSB_DATA_API	2026-04-11
8J6P	P63096	ELECTRON MICROSCOPY	2.55	2023-12-06	4	RCSB_DATA_API	2026-04-11
8J6Q	P63096	ELECTRON MICROSCOPY	2.6	2023-12-06	4	RCSB_DATA_API	2026-04-11
8J6R	P63096	ELECTRON MICROSCOPY	2.76	2023-12-06	2	RCSB_DATA_API	2026-04-11
8JD3	P63096	ELECTRON MICROSCOPY	3.3	2023-06-21	4	RCSB_DATA_API	2026-04-11
8JD5	P63096	ELECTRON MICROSCOPY	3.6	2023-06-21	6	RCSB_DATA_API	2026-04-11
8JEF	P63096	ELECTRON MICROSCOPY	2.96	2024-12-18	1	RCSB_DATA_API	2026-04-11
8JEI	P63096	ELECTRON MICROSCOPY	2.73	2024-11-20	1	RCSB_DATA_API	2026-04-11
8JGB	P63096	ELECTRON MICROSCOPY	2.84	2024-01-10	0	RCSB_DATA_API	2026-04-11
8JGG	P63096	ELECTRON MICROSCOPY	3	2024-01-10	0	RCSB_DATA_API	2026-04-11
8JHY	P63096	ELECTRON MICROSCOPY	2.87	2023-09-06	2	RCSB_DATA_API	2026-04-11
8JII	P63096	ELECTRON MICROSCOPY	3.17	2023-09-06	3	RCSB_DATA_API	2026-04-11
8JIL	P63096	ELECTRON MICROSCOPY	3.5	2023-09-06	2	RCSB_DATA_API	2026-04-11
8JIM	P63096	ELECTRON MICROSCOPY	2.98	2023-09-06	2	RCSB_DATA_API	2026-04-11
8JIP	P63096	ELECTRON MICROSCOPY	2.85	2023-09-06	1	RCSB_DATA_API	2026-04-11
8JIR	P63096	ELECTRON MICROSCOPY	2.57	2023-09-06	1	RCSB_DATA_API	2026-04-11
8JIS	P63096	ELECTRON MICROSCOPY	2.46	2023-11-08	0	RCSB_DATA_API	2026-04-11
8JJP	P63096	ELECTRON MICROSCOPY	2.9	2024-08-21	1	RCSB_DATA_API	2026-04-11
8JLJ	P63096	ELECTRON MICROSCOPY	3.1	2023-11-15	1	RCSB_DATA_API	2026-04-11
8JLK	P63096	ELECTRON MICROSCOPY	3.22	2023-11-15	1	RCSB_DATA_API	2026-04-11
8JLR	P63096	ELECTRON MICROSCOPY	3	2023-11-15	1	RCSB_DATA_API	2026-04-11
8JPN	P63096	ELECTRON MICROSCOPY	2.9	2024-05-22	1	RCSB_DATA_API	2026-04-11
8JR9	P63096	ELECTRON MICROSCOPY	2.57	2023-08-02	1	RCSB_DATA_API	2026-04-11
8JSO	P63096	ELECTRON MICROSCOPY	3.4	2023-11-15	1	RCSB_DATA_API	2026-04-11
8JSP	P63096	ELECTRON MICROSCOPY	3.65	2023-11-15	1	RCSB_DATA_API	2026-04-11
8JT6	P63096	ELECTRON MICROSCOPY	3	2024-02-28	4	RCSB_DATA_API	2026-04-11
8JXT	P63096	ELECTRON MICROSCOPY	3.07	2024-03-20	2	RCSB_DATA_API	2026-04-11
8JXV	P63096	ELECTRON MICROSCOPY	3.21	2024-03-20	1	RCSB_DATA_API	2026-04-11
8JXW	P63096	ELECTRON MICROSCOPY	3.01	2024-03-20	1	RCSB_DATA_API	2026-04-11
8JXX	P63096	ELECTRON MICROSCOPY	3.06	2024-03-20	1	RCSB_DATA_API	2026-04-11
8JZ7	P63096	ELECTRON MICROSCOPY	2.6	2023-10-04	1	RCSB_DATA_API	2026-04-11
8K2X	P63096	ELECTRON MICROSCOPY	3.2	2023-11-29	1	RCSB_DATA_API	2026-04-11
8K3Z	P63096	ELECTRON MICROSCOPY	2.81	2024-07-17	0	RCSB_DATA_API	2026-04-11
8K4N	P63096	ELECTRON MICROSCOPY	2.83	2023-10-25	1	RCSB_DATA_API	2026-04-11
8K4O	P63096	ELECTRON MICROSCOPY	3.01	2024-07-24	0	RCSB_DATA_API	2026-04-11
8K4P	P63096	ELECTRON MICROSCOPY	2.81	2024-07-24	0	RCSB_DATA_API	2026-04-11
8KFX	P63096	ELECTRON MICROSCOPY	2.96	2024-02-07	1	RCSB_DATA_API	2026-04-11
8KFY	P63096	ELECTRON MICROSCOPY	3.06	2024-02-07	1	RCSB_DATA_API	2026-04-11
8KFZ	P63096	ELECTRON MICROSCOPY	3.3	2024-02-07	0	RCSB_DATA_API	2026-04-11
8P12	P63096	ELECTRON MICROSCOPY	3.21	2024-11-20	0	RCSB_DATA_API	2026-04-11
8P13	P63096	ELECTRON MICROSCOPY	5.2	2024-11-20	0	RCSB_DATA_API	2026-04-11
8P15	P63096	ELECTRON MICROSCOPY	5.9	2024-11-20	0	RCSB_DATA_API	2026-04-11
8PJK	P63096	ELECTRON MICROSCOPY	2.4	2024-05-29	3	RCSB_DATA_API	2026-04-11
8PKM	P63096	ELECTRON MICROSCOPY	2.9	2024-05-29	3	RCSB_DATA_API	2026-04-11
8SAI	P63096	ELECTRON MICROSCOPY	3.27	2023-10-04	1	RCSB_DATA_API	2026-04-11
8SG1	P63096	ELECTRON MICROSCOPY	2.94	2023-11-01	2	RCSB_DATA_API	2026-04-11
8U1U	P63096	ELECTRON MICROSCOPY	3.1	2023-12-20	1	RCSB_DATA_API	2026-04-11
8U4N	P63096	ELECTRON MICROSCOPY	2.72	2024-03-13	1	RCSB_DATA_API	2026-04-11
8U4O	P63096	ELECTRON MICROSCOPY	3.29	2024-03-13	1	RCSB_DATA_API	2026-04-11
8U4P	P63096	ELECTRON MICROSCOPY	3.15	2024-03-13	2	RCSB_DATA_API	2026-04-11
8U4Q	P63096	ELECTRON MICROSCOPY	3.36	2024-03-13	1	RCSB_DATA_API	2026-04-11
8UGY	P63096	ELECTRON MICROSCOPY	3.31	2024-05-01	2	RCSB_DATA_API	2026-04-11
8UH3	P63096	ELECTRON MICROSCOPY	3.31	2024-05-01	2	RCSB_DATA_API	2026-04-11
8UTD	P63096	ELECTRON MICROSCOPY	3.24	2025-02-26	1	RCSB_DATA_API	2026-04-11
8UUJ	P63096	ELECTRON MICROSCOPY	2.62	2025-02-26	1	RCSB_DATA_API	2026-04-11
8VVE	P63096	ELECTRON MICROSCOPY	3.3	2025-01-15	1	RCSB_DATA_API	2026-04-11
8VVF	P63096	ELECTRON MICROSCOPY	3	2025-01-15	1	RCSB_DATA_API	2026-04-11
8VVG	P63096	ELECTRON MICROSCOPY	3.3	2025-01-15	1	RCSB_DATA_API	2026-04-11
8VY7	P63096	ELECTRON MICROSCOPY	2.68	2024-04-03	2	RCSB_DATA_API	2026-04-11
8W8B	P63096	ELECTRON MICROSCOPY	3	2023-11-22	3	RCSB_DATA_API	2026-04-11
8W8R	P63096	ELECTRON MICROSCOPY	3.3	2024-01-03	1	RCSB_DATA_API	2026-04-11
8WC3	P63096	ELECTRON MICROSCOPY	3	2023-12-27	1	RCSB_DATA_API	2026-04-11
8WC4	P63096	ELECTRON MICROSCOPY	3.1	2023-12-27	1	RCSB_DATA_API	2026-04-11
8WC5	P63096	ELECTRON MICROSCOPY	3.3	2023-12-27	1	RCSB_DATA_API	2026-04-11
8WC6	P63096	ELECTRON MICROSCOPY	3.2	2023-12-27	1	RCSB_DATA_API	2026-04-11
8WC7	P63096	ELECTRON MICROSCOPY	3.1	2023-12-27	1	RCSB_DATA_API	2026-04-11
8WC8	P63096	ELECTRON MICROSCOPY	2.9	2023-12-27	1	RCSB_DATA_API	2026-04-11
8WCA	P63096	ELECTRON MICROSCOPY	3.48	2023-12-27	1	RCSB_DATA_API	2026-04-11
8WG8	P63096	ELECTRON MICROSCOPY	2.71	2024-03-06	0	RCSB_DATA_API	2026-04-11
8WOG	P63096	ELECTRON MICROSCOPY	2.97	2024-09-11	1	RCSB_DATA_API	2026-04-11
8WP1	P63096	ELECTRON MICROSCOPY	3.15	2024-09-11	1	RCSB_DATA_API	2026-04-11
8WRB	P63096	ELECTRON MICROSCOPY	2.91	2023-11-08	3	RCSB_DATA_API	2026-04-11
8WSS	P63096	ELECTRON MICROSCOPY	3.01	2024-06-19	0	RCSB_DATA_API	2026-04-11
8WW2	P63096	ELECTRON MICROSCOPY	2.79	2024-02-14	3	RCSB_DATA_API	2026-04-11
8WWH	P63096	ELECTRON MICROSCOPY	2.84	2024-11-13	0	RCSB_DATA_API	2026-04-11
8WWI	P63096	ELECTRON MICROSCOPY	3.43	2024-11-13	0	RCSB_DATA_API	2026-04-11
8WWJ	P63096	ELECTRON MICROSCOPY	3.03	2024-11-13	0	RCSB_DATA_API	2026-04-11
8WWK	P63096	ELECTRON MICROSCOPY	2.61	2024-11-13	0	RCSB_DATA_API	2026-04-11
8WWL	P63096	ELECTRON MICROSCOPY	2.78	2024-11-13	0	RCSB_DATA_API	2026-04-11
8WWM	P63096	ELECTRON MICROSCOPY	2.81	2024-11-13	0	RCSB_DATA_API	2026-04-11
8WWN	P63096	ELECTRON MICROSCOPY	2.65	2024-11-13	0	RCSB_DATA_API	2026-04-11
8X3L	P63096	ELECTRON MICROSCOPY	3.13	2024-11-20	1	RCSB_DATA_API	2026-04-11
8XBE	P63096	ELECTRON MICROSCOPY	3.4	2024-05-15	1	RCSB_DATA_API	2026-04-11
8XBH	P63096	ELECTRON MICROSCOPY	2.83	2023-12-27	1	RCSB_DATA_API	2026-04-11
8XGM	P63096	ELECTRON MICROSCOPY	3.29	2024-08-21	1	RCSB_DATA_API	2026-04-11
8XGU	P63096	ELECTRON MICROSCOPY	3	2024-10-30	0	RCSB_DATA_API	2026-04-11
8XML	P63096	ELECTRON MICROSCOPY	2.58	2025-01-01	0	RCSB_DATA_API	2026-04-11
8XOR	P63096	ELECTRON MICROSCOPY	3	2024-09-18	1	RCSB_DATA_API	2026-04-11
8XOS	P63096	ELECTRON MICROSCOPY	3.2	2024-09-18	1	RCSB_DATA_API	2026-04-11
8XQE	P63096	ELECTRON MICROSCOPY	3.48	2025-01-22	0	RCSB_DATA_API	2026-04-11
8XQF	P63096	ELECTRON MICROSCOPY	3.13	2025-01-22	0	RCSB_DATA_API	2026-04-11
8XQN	P63096	ELECTRON MICROSCOPY	3.05	2024-07-10	2	RCSB_DATA_API	2026-04-11
8XQO	P63096	ELECTRON MICROSCOPY	2.77	2024-07-10	2	RCSB_DATA_API	2026-04-11
8XQS	P63096	ELECTRON MICROSCOPY	3.3	2024-07-10	2	RCSB_DATA_API	2026-04-11
8XQT	P63096	ELECTRON MICROSCOPY	2.94	2024-07-10	1	RCSB_DATA_API	2026-04-11
8XWP	P63096	ELECTRON MICROSCOPY	3.21	2024-10-02	0	RCSB_DATA_API	2026-04-11
8XWQ	P63096	ELECTRON MICROSCOPY	4.6	2024-10-02	0	RCSB_DATA_API	2026-04-11
8XXU	P63096	ELECTRON MICROSCOPY	2.54	2024-12-04	1	RCSB_DATA_API	2026-04-11
8XXV	P63096	ELECTRON MICROSCOPY	2.33	2024-12-04	2	RCSB_DATA_API	2026-04-11
8XYD	P63096	ELECTRON MICROSCOPY	2.9	2024-11-13	1	RCSB_DATA_API	2026-04-11
8XZF	P63096	ELECTRON MICROSCOPY	3	2024-03-20	0	RCSB_DATA_API	2026-04-11
8XZG	P63096	ELECTRON MICROSCOPY	3.2	2024-03-27	0	RCSB_DATA_API	2026-04-11
8XZH	P63096	ELECTRON MICROSCOPY	2.6	2024-03-20	0	RCSB_DATA_API	2026-04-11
8XZI	P63096	ELECTRON MICROSCOPY	2.7	2024-03-20	1	RCSB_DATA_API	2026-04-11
8XZJ	P63096	ELECTRON MICROSCOPY	3	2024-03-20	0	RCSB_DATA_API	2026-04-11
8Y01	P63096	ELECTRON MICROSCOPY	2.48	2025-02-12	1	RCSB_DATA_API	2026-04-11
8Y62	P63096	ELECTRON MICROSCOPY	3.2	2025-02-05	1	RCSB_DATA_API	2026-04-11
8Y63	P63096	ELECTRON MICROSCOPY	3.2	2025-02-05	1	RCSB_DATA_API	2026-04-11
8YH0	P63096	ELECTRON MICROSCOPY	2.86	2024-11-06	1	RCSB_DATA_API	2026-04-11
8YH2	P63096	ELECTRON MICROSCOPY	3.27	2024-11-06	1	RCSB_DATA_API	2026-04-11
8YIC	P63096	ELECTRON MICROSCOPY	3.47	2024-12-11	1	RCSB_DATA_API	2026-04-11
8YKV	P63096	ELECTRON MICROSCOPY	2.48	2024-05-29	1	RCSB_DATA_API	2026-04-11
8YKW	P63096	ELECTRON MICROSCOPY	2.75	2024-05-29	1	RCSB_DATA_API	2026-04-11
8YKX	P63096	ELECTRON MICROSCOPY	2.69	2024-05-29	1	RCSB_DATA_API	2026-04-11
8YN5	P63096	ELECTRON MICROSCOPY	2.7	2024-10-09	2	RCSB_DATA_API	2026-04-11
8YN6	P63096	ELECTRON MICROSCOPY	2.77	2024-10-09	2	RCSB_DATA_API	2026-04-11
8YN9	P63096	ELECTRON MICROSCOPY	2.3	2024-10-09	2	RCSB_DATA_API	2026-04-11
8YNA	P63096	ELECTRON MICROSCOPY	2.63	2024-10-09	2	RCSB_DATA_API	2026-04-11
8YUT	P63096	ELECTRON MICROSCOPY	2.7	2024-06-05	2	RCSB_DATA_API	2026-04-11
8YUU	P63096	ELECTRON MICROSCOPY	2.7	2024-06-05	2	RCSB_DATA_API	2026-04-11
8YUV	P63096	ELECTRON MICROSCOPY	3	2024-06-05	2	RCSB_DATA_API	2026-04-11
8Z7J	P63096	ELECTRON MICROSCOPY	3.12	2025-01-22	0	RCSB_DATA_API	2026-04-11
8ZBE	P63096	ELECTRON MICROSCOPY	3.24	2024-07-10	0	RCSB_DATA_API	2026-04-11
8ZCJ	P63096	ELECTRON MICROSCOPY	3.09	2024-07-10	0	RCSB_DATA_API	2026-04-11
8ZJD	P63096	ELECTRON MICROSCOPY	3.06	2024-07-03	0	RCSB_DATA_API	2026-04-11
8ZJE	P63096	ELECTRON MICROSCOPY	3.07	2024-07-03	0	RCSB_DATA_API	2026-04-11
8ZJG	P63096	ELECTRON MICROSCOPY	3.18	2025-01-22	1	RCSB_DATA_API	2026-04-11
8ZQE	P63096	ELECTRON MICROSCOPY	2.9	2024-07-10	0	RCSB_DATA_API	2026-04-11
9AST	P63096	ELECTRON MICROSCOPY	3.07	2024-12-11	0	RCSB_DATA_API	2026-04-11
9AVG	P63096	ELECTRON MICROSCOPY	3.6	2024-04-17	7	RCSB_DATA_API	2026-04-11
9AYF	P63096	ELECTRON MICROSCOPY	3.6	2024-04-17	6	RCSB_DATA_API	2026-04-11
9B54	P63096	ELECTRON MICROSCOPY	2.86	2025-03-05	1	RCSB_DATA_API	2026-04-11
9B65	P63096	ELECTRON MICROSCOPY	3.03	2025-03-05	1	RCSB_DATA_API	2026-04-11
9BQJ	P63096	ELECTRON MICROSCOPY	3.3	2024-09-11	1	RCSB_DATA_API	2026-04-11
9D61	P63096	ELECTRON MICROSCOPY	3.58	2025-01-15	1	RCSB_DATA_API	2026-04-11
9EPP	P63096	ELECTRON MICROSCOPY	4.06	2024-10-23	1	RCSB_DATA_API	2026-04-11
9EPQ	P63096	ELECTRON MICROSCOPY	4.15	2024-10-23	1	RCSB_DATA_API	2026-04-11
9EPR	P63096	ELECTRON MICROSCOPY	4.9	2024-10-30	1	RCSB_DATA_API	2026-04-11
9ERX	P63096	ELECTRON MICROSCOPY	2.9	2024-06-26	1	RCSB_DATA_API	2026-04-11
9IJ9	P63096	ELECTRON MICROSCOPY	2.7	2024-07-24	2	RCSB_DATA_API	2026-04-11
9IQT	P63096	ELECTRON MICROSCOPY	2.9	2024-10-02	1	RCSB_DATA_API	2026-04-11
9IVG	P63096	ELECTRON MICROSCOPY	3	2024-11-27	0	RCSB_DATA_API	2026-04-11
9IVM	P63096	ELECTRON MICROSCOPY	3.22	2024-11-13	1	RCSB_DATA_API	2026-04-11
9IYB	P63096	ELECTRON MICROSCOPY	2.82	2024-12-04	2	RCSB_DATA_API	2026-04-11
9IZF	P63096	ELECTRON MICROSCOPY	3.14	2025-01-01	1	RCSB_DATA_API	2026-04-11
9J1P	P63096	ELECTRON MICROSCOPY	2.99	2025-02-26	0	RCSB_DATA_API	2026-04-11
9K1C	P63096	ELECTRON MICROSCOPY	3.2	2024-12-11	1	RCSB_DATA_API	2026-04-11
9K1D	P63096	ELECTRON MICROSCOPY	3.34	2024-12-11	2	RCSB_DATA_API	2026-04-11
9K26	P63096	ELECTRON MICROSCOPY	3	2025-01-29	0	RCSB_DATA_API	2026-04-11
9L3W	P63096	ELECTRON MICROSCOPY	3.5	2025-03-12	0	RCSB_DATA_API	2026-04-11
9L3Y	P63096	ELECTRON MICROSCOPY	3.6	2025-03-12	0	RCSB_DATA_API	2026-04-11
1AUI	P63098	X-RAY DIFFRACTION	2.1	1997-12-03	3	RCSB_DATA_API	2026-04-11
1M63	P63098	X-RAY DIFFRACTION	2.8	2002-09-25	3	RCSB_DATA_API	2026-04-11
1MF8	P63098	X-RAY DIFFRACTION	3.1	2002-10-16	2	RCSB_DATA_API	2026-04-11
2P6B	P63098	X-RAY DIFFRACTION	2.3	2007-06-05	4	RCSB_DATA_API	2026-04-11
3LL8	P63098	X-RAY DIFFRACTION	2	2011-01-12	4	RCSB_DATA_API	2026-04-11
4F0Z	P63098	X-RAY DIFFRACTION	1.7	2013-03-06	2	RCSB_DATA_API	2026-04-11
4OR9	P63098	X-RAY DIFFRACTION	2.23	2015-05-20	3	RCSB_DATA_API	2026-04-11
4ORA	P63098	X-RAY DIFFRACTION	2.747	2015-05-20	3	RCSB_DATA_API	2026-04-11
4ORC	P63098	X-RAY DIFFRACTION	2.7	2015-05-20	4	RCSB_DATA_API	2026-04-11
5SVE	P63098	X-RAY DIFFRACTION	2.596	2017-01-11	3	RCSB_DATA_API	2026-04-11
6NUC	P63098	X-RAY DIFFRACTION	1.9	2019-07-03	6	RCSB_DATA_API	2026-04-11
6NUF	P63098	X-RAY DIFFRACTION	1.9	2019-07-03	7	RCSB_DATA_API	2026-04-11
6NUU	P63098	X-RAY DIFFRACTION	2.3	2019-07-03	5	RCSB_DATA_API	2026-04-11
7U0T	P63098	X-RAY DIFFRACTION	2.45	2022-08-03	3	RCSB_DATA_API	2026-04-11
9B9G	P63098	ELECTRON MICROSCOPY	3.5	2024-09-11	1	RCSB_DATA_API	2026-04-11
9CHU	P63098	ELECTRON MICROSCOPY	3.49	2024-11-13	2	RCSB_DATA_API	2026-04-11
9CHV	P63098	ELECTRON MICROSCOPY	3.95	2024-11-13	1	RCSB_DATA_API	2026-04-11
9CHX	P63098	ELECTRON MICROSCOPY	3.5	2024-11-13	2	RCSB_DATA_API	2026-04-11
1IB1	P63104	X-RAY DIFFRACTION	2.7	2001-05-02	1	RCSB_DATA_API	2026-04-11
1QJA	P63104	X-RAY DIFFRACTION	2	1999-09-15	0	RCSB_DATA_API	2026-04-11
1QJB	P63104	X-RAY DIFFRACTION	2	1999-09-15	0	RCSB_DATA_API	2026-04-11
2C1J	P63104	X-RAY DIFFRACTION	2.6	2005-11-02	0	RCSB_DATA_API	2026-04-11
2C1N	P63104	X-RAY DIFFRACTION	2	2005-11-02	0	RCSB_DATA_API	2026-04-11
2O02	P63104	X-RAY DIFFRACTION	1.5	2007-11-27	1	RCSB_DATA_API	2026-04-11
2WH0	P63104	X-RAY DIFFRACTION	2.25	2009-08-18	2	RCSB_DATA_API	2026-04-11
3CU8	P63104	X-RAY DIFFRACTION	2.4	2009-05-05	2	RCSB_DATA_API	2026-04-11
3NKX	P63104	X-RAY DIFFRACTION	2.4	2010-09-15	1	RCSB_DATA_API	2026-04-11
3RDH	P63104	X-RAY DIFFRACTION	2.39	2011-09-28	2	RCSB_DATA_API	2026-04-11
4BG6	P63104	X-RAY DIFFRACTION	2.3	2013-05-29	2	RCSB_DATA_API	2026-04-11
4FJ3	P63104	X-RAY DIFFRACTION	1.95	2012-09-05	0	RCSB_DATA_API	2026-04-11
4HKC	P63104	X-RAY DIFFRACTION	2.2	2013-06-26	1	RCSB_DATA_API	2026-04-11
4IHL	P63104	X-RAY DIFFRACTION	2.2	2013-09-25	2	RCSB_DATA_API	2026-04-11
4N7G	P63104	X-RAY DIFFRACTION	2.25	2014-02-19	1	RCSB_DATA_API	2026-04-11
4N7Y	P63104	X-RAY DIFFRACTION	2.16	2014-02-19	0	RCSB_DATA_API	2026-04-11
4N84	P63104	X-RAY DIFFRACTION	2.5	2014-02-19	0	RCSB_DATA_API	2026-04-11
4WRQ	P63104	X-RAY DIFFRACTION	2.409	2015-05-06	0	RCSB_DATA_API	2026-04-11
4ZDR	P63104	X-RAY DIFFRACTION	2.899	2015-09-09	3	RCSB_DATA_API	2026-04-11
5D2D	P63104	X-RAY DIFFRACTION	2.1	2016-03-16	1	RCSB_DATA_API	2026-04-11
5D3F	P63104	X-RAY DIFFRACTION	2.74	2016-03-16	1	RCSB_DATA_API	2026-04-11
5EWZ	P63104	X-RAY DIFFRACTION	2.34	2016-05-04	1	RCSB_DATA_API	2026-04-11
5EXA	P63104	X-RAY DIFFRACTION	1.95	2016-05-04	3	RCSB_DATA_API	2026-04-11
5J31	P63104	X-RAY DIFFRACTION	2.4	2016-10-19	1	RCSB_DATA_API	2026-04-11
5JM4	P63104	X-RAY DIFFRACTION	2.34	2017-05-10	1	RCSB_DATA_API	2026-04-11
5M35	P63104	X-RAY DIFFRACTION	2.38	2017-11-15	2	RCSB_DATA_API	2026-04-11
5M36	P63104	X-RAY DIFFRACTION	2.45	2017-11-15	3	RCSB_DATA_API	2026-04-11
5M37	P63104	X-RAY DIFFRACTION	2.35	2017-11-15	2	RCSB_DATA_API	2026-04-11
5NAS	P63104	X-RAY DIFFRACTION	2.08	2017-03-29	0	RCSB_DATA_API	2026-04-11
5ULO	P63104	X-RAY DIFFRACTION	2.14	2018-01-31	2	RCSB_DATA_API	2026-04-11
5WXN	P63104	X-RAY DIFFRACTION	2.93	2017-04-19	0	RCSB_DATA_API	2026-04-11
5XY9	P63104	X-RAY DIFFRACTION	2.303	2018-07-11	2	RCSB_DATA_API	2026-04-11
6EF5	P63104	X-RAY DIFFRACTION	2.44	2019-10-30	0	RCSB_DATA_API	2026-04-11
6EJL	P63104	X-RAY DIFFRACTION	2.382	2017-11-08	0	RCSB_DATA_API	2026-04-11
6EWW	P63104	X-RAY DIFFRACTION	2.679	2017-11-15	0	RCSB_DATA_API	2026-04-11
6F08	P63104	X-RAY DIFFRACTION	1.9	2018-02-14	1	RCSB_DATA_API	2026-04-11
6F09	P63104	X-RAY DIFFRACTION	1.594	2018-03-07	0	RCSB_DATA_API	2026-04-11
6FN9	P63104	X-RAY DIFFRACTION	2.27	2018-07-04	3	RCSB_DATA_API	2026-04-11
6FNA	P63104	X-RAY DIFFRACTION	2.12	2018-07-04	5	RCSB_DATA_API	2026-04-11
6FNB	P63104	X-RAY DIFFRACTION	2.3	2018-07-04	5	RCSB_DATA_API	2026-04-11
6FNC	P63104	X-RAY DIFFRACTION	2.12	2018-07-04	5	RCSB_DATA_API	2026-04-11
6Q0K	P63104	ELECTRON MICROSCOPY	6.8	2019-10-09	0	RCSB_DATA_API	2026-04-11
6RLZ	P63104	X-RAY DIFFRACTION	3.7	2020-03-18	0	RCSB_DATA_API	2026-04-11
6U2H	P63104	X-RAY DIFFRACTION	2.5	2019-08-28	1	RCSB_DATA_API	2026-04-11
6XAG	P63104	X-RAY DIFFRACTION	3.3	2020-10-07	1	RCSB_DATA_API	2026-04-11
6YMO	P63104	X-RAY DIFFRACTION	2.02	2021-03-24	2	RCSB_DATA_API	2026-04-11
6YO8	P63104	X-RAY DIFFRACTION	2.09	2021-03-24	0	RCSB_DATA_API	2026-04-11
6YOS	P63104	X-RAY DIFFRACTION	2.75	2021-03-24	0	RCSB_DATA_API	2026-04-11
6ZFD	P63104	X-RAY DIFFRACTION	1.9	2021-02-17	1	RCSB_DATA_API	2026-04-11
6ZFG	P63104	X-RAY DIFFRACTION	1.85	2021-02-17	2	RCSB_DATA_API	2026-04-11
7D8H	P63104	X-RAY DIFFRACTION	2.42	2021-02-24	0	RCSB_DATA_API	2026-04-11
7D8P	P63104	X-RAY DIFFRACTION	2	2021-02-24	1	RCSB_DATA_API	2026-04-11
7D9V	P63104	X-RAY DIFFRACTION	2.21	2021-02-24	1	RCSB_DATA_API	2026-04-11
7MFD	P63104	ELECTRON MICROSCOPY	3.66	2022-01-26	2	RCSB_DATA_API	2026-04-11
7MFE	P63104	ELECTRON MICROSCOPY	4.07	2022-01-26	1	RCSB_DATA_API	2026-04-11
7MFF	P63104	ELECTRON MICROSCOPY	3.89	2022-01-26	1	RCSB_DATA_API	2026-04-11
7Q16	P63104	X-RAY DIFFRACTION	2.356	2021-11-17	0	RCSB_DATA_API	2026-04-11
7ZIT	P63104	X-RAY DIFFRACTION	1.79	2022-10-26	3	RCSB_DATA_API	2026-04-11
8A9G	P63104	X-RAY DIFFRACTION	1.961	2022-12-28	3	RCSB_DATA_API	2026-04-11
8AH2	P63104	X-RAY DIFFRACTION	2.9	2022-09-14	0	RCSB_DATA_API	2026-04-11
8QDV	P63104	X-RAY DIFFRACTION	2.5	2024-09-11	0	RCSB_DATA_API	2026-04-11
8WE2	P63104	X-RAY DIFFRACTION	2.11	2024-09-25	0	RCSB_DATA_API	2026-04-11
8WF6	P63104	X-RAY DIFFRACTION	2.47	2024-09-25	1	RCSB_DATA_API	2026-04-11
9FUM	P63104	X-RAY DIFFRACTION	2.45	2025-02-12	1	RCSB_DATA_API	2026-04-11
9FVL	P63104	X-RAY DIFFRACTION	2.08	2025-02-12	1	RCSB_DATA_API	2026-04-11
1JAS	P63146	SOLUTION NMR		2003-09-09	0	RCSB_DATA_API	2026-04-11
2Y4W	P63146	SOLUTION NMR		2011-05-11	0	RCSB_DATA_API	2026-04-11
2YB6	P63146	X-RAY DIFFRACTION	1.5	2011-04-20	2	RCSB_DATA_API	2026-04-11
2YBF	P63146	X-RAY DIFFRACTION	2	2011-04-20	3	RCSB_DATA_API	2026-04-11
3DW8	P63151	X-RAY DIFFRACTION	2.85	2008-10-07	1	RCSB_DATA_API	2026-04-11
8SO0	P63151	ELECTRON MICROSCOPY	2.8	2023-10-25	2	RCSB_DATA_API	2026-04-11
8TTB	P63151	ELECTRON MICROSCOPY	2.77	2023-10-25	2	RCSB_DATA_API	2026-04-11
8TWE	P63151	ELECTRON MICROSCOPY	2.55	2023-11-01	0	RCSB_DATA_API	2026-04-11
5MF9	P63162	SOLUTION NMR		2016-12-07	0	RCSB_DATA_API	2026-04-11
8TBP	P63162	X-RAY DIFFRACTION	3.126	2024-02-21	1	RCSB_DATA_API	2026-04-11
