map_id	canonical_uniprot_id	isoform_uniprot_id	boundary_class	relation_type	mapping_scope	sequence_status_class	source	source_version	fetch_date
Q7Z3U7|Q7Z3U7-1	Q7Z3U7	Q7Z3U7-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3U7|Q7Z3U7-2	Q7Z3U7	Q7Z3U7-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3U7|Q7Z3U7-3	Q7Z3U7	Q7Z3U7-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3U7|Q7Z3U7-5	Q7Z3U7	Q7Z3U7-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3U7|Q7Z3U7-6	Q7Z3U7	Q7Z3U7-6	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3V4|Q7Z3V4-1	Q7Z3V4	Q7Z3V4-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3V4|Q7Z3V4-2	Q7Z3V4	Q7Z3V4-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3V4|Q7Z3V4-3	Q7Z3V4	Q7Z3V4-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3Z4|Q7Z3Z4-1	Q7Z3Z4	Q7Z3Z4-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3Z4|Q7Z3Z4-2	Q7Z3Z4	Q7Z3Z4-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z3Z4|Q7Z3Z4-3	Q7Z3Z4	Q7Z3Z4-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z401|Q7Z401-1	Q7Z401	Q7Z401-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z401|Q7Z401-2	Q7Z401	Q7Z401-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z402|Q7Z402-1	Q7Z402	Q7Z402-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z402|Q7Z402-2	Q7Z402	Q7Z402-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z403|Q7Z403-1	Q7Z403	Q7Z403-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z403|Q7Z403-2	Q7Z403	Q7Z403-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z403|Q7Z403-3	Q7Z403	Q7Z403-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z403|Q7Z403-4	Q7Z403	Q7Z403-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z404|Q7Z404-1	Q7Z404	Q7Z404-1	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z404|Q7Z404-2	Q7Z404	Q7Z404-2	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z404|Q7Z404-3	Q7Z404	Q7Z404-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z406|Q7Z406-1	Q7Z406	Q7Z406-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z406|Q7Z406-2	Q7Z406	Q7Z406-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z406|Q7Z406-4	Q7Z406	Q7Z406-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z406|Q7Z406-5	Q7Z406	Q7Z406-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z406|Q7Z406-6	Q7Z406	Q7Z406-6	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z407|Q7Z407-1	Q7Z407	Q7Z407-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z407|Q7Z407-2	Q7Z407	Q7Z407-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z407|Q7Z407-3	Q7Z407	Q7Z407-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z407|Q7Z407-4	Q7Z407	Q7Z407-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z407|Q7Z407-5	Q7Z407	Q7Z407-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z408|Q7Z408-1	Q7Z408	Q7Z408-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z408|Q7Z408-2	Q7Z408	Q7Z408-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z408|Q7Z408-3	Q7Z408	Q7Z408-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z408|Q7Z408-4	Q7Z408	Q7Z408-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z412|Q7Z412-1	Q7Z412	Q7Z412-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z412|Q7Z412-2	Q7Z412	Q7Z412-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z417|Q7Z417-1	Q7Z417	Q7Z417-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z417|Q7Z417-2	Q7Z417	Q7Z417-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z419|Q7Z419-1	Q7Z419	Q7Z419-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z419|Q7Z419-2	Q7Z419	Q7Z419-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z422|Q7Z422-1	Q7Z422	Q7Z422-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z422|Q7Z422-2	Q7Z422	Q7Z422-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z422|Q7Z422-3	Q7Z422	Q7Z422-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z422|Q7Z422-4	Q7Z422	Q7Z422-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z422|Q7Z422-5	Q7Z422	Q7Z422-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z434|Q7Z434-1	Q7Z434	Q7Z434-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z434|Q7Z434-2	Q7Z434	Q7Z434-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z434|Q7Z434-3	Q7Z434	Q7Z434-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z434|Q7Z434-4	Q7Z434	Q7Z434-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z434|Q7Z434-5	Q7Z434	Q7Z434-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z434|Q7Z434-6	Q7Z434	Q7Z434-6	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z442|Q7Z442-1	Q7Z442	Q7Z442-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z442|Q7Z442-2	Q7Z442	Q7Z442-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z442|Q7Z442-3	Q7Z442	Q7Z442-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z442|Q7Z442-4	Q7Z442	Q7Z442-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z442|Q7Z442-6	Q7Z442	Q7Z442-6	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z449|Q7Z449-1	Q7Z449	Q7Z449-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z449|Q7Z449-2	Q7Z449	Q7Z449-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z460|Q7Z460-1	Q7Z460	Q7Z460-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z460|Q7Z460-2	Q7Z460	Q7Z460-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z460|Q7Z460-3	Q7Z460	Q7Z460-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z460|Q7Z460-4	Q7Z460	Q7Z460-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z460|Q7Z460-5	Q7Z460	Q7Z460-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z465|Q7Z465-1	Q7Z465	Q7Z465-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z465|Q7Z465-2	Q7Z465	Q7Z465-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z465|Q7Z465-3	Q7Z465	Q7Z465-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z494|Q7Z494-1	Q7Z494	Q7Z494-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z494|Q7Z494-2	Q7Z494	Q7Z494-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z494|Q7Z494-3	Q7Z494	Q7Z494-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z494|Q7Z494-4	Q7Z494	Q7Z494-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z494|Q7Z494-5	Q7Z494	Q7Z494-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z494|Q7Z494-6	Q7Z494	Q7Z494-6	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z494|Q7Z494-7	Q7Z494	Q7Z494-7	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4F1|Q7Z4F1-1	Q7Z4F1	Q7Z4F1-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4F1|Q7Z4F1-2	Q7Z4F1	Q7Z4F1-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4G1|Q7Z4G1-1	Q7Z4G1	Q7Z4G1-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4G1|Q7Z4G1-2	Q7Z4G1	Q7Z4G1-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4G4|Q7Z4G4-1	Q7Z4G4	Q7Z4G4-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4G4|Q7Z4G4-2	Q7Z4G4	Q7Z4G4-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4G4|Q7Z4G4-3	Q7Z4G4	Q7Z4G4-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4H3|Q7Z4H3-1	Q7Z4H3	Q7Z4H3-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4H3|Q7Z4H3-2	Q7Z4H3	Q7Z4H3-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4H3|Q7Z4H3-3	Q7Z4H3	Q7Z4H3-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4H7|Q7Z4H7-1	Q7Z4H7	Q7Z4H7-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4H7|Q7Z4H7-2	Q7Z4H7	Q7Z4H7-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4H7|Q7Z4H7-3	Q7Z4H7	Q7Z4H7-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4H8|Q7Z4H8-1	Q7Z4H8	Q7Z4H8-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4H8|Q7Z4H8-2	Q7Z4H8	Q7Z4H8-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4H8|Q7Z4H8-3	Q7Z4H8	Q7Z4H8-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4I7|Q7Z4I7-1	Q7Z4I7	Q7Z4I7-1	canonical	canonical_displayed	self_accession	displayed	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4I7|Q7Z4I7-2	Q7Z4I7	Q7Z4I7-2	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4I7|Q7Z4I7-3	Q7Z4I7	Q7Z4I7-3	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4I7|Q7Z4I7-4	Q7Z4I7	Q7Z4I7-4	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q7Z4I7|Q7Z4I7-5	Q7Z4I7	Q7Z4I7-5	isoform	canonical_isoform	self_accession	variant_vsp	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
