isoform_record_id	canonical_uniprot_id	isoform_uniprot_id	boundary_class	boundary_reason	mapping_scope	relation_type	event_types	named_isoforms_declared	isoform_name_token	isoform_synonyms	isoid_raw	sequence_status_raw	sequence_status_class	is_displayed_sequence	isoform_block_raw	source	source_version	fetch_date
Q8NI32|Q8NI32-2	Q8NI32	Q8NI32-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8NI32-2	VSP_031842	variant_vsp	FALSE	Name=2; IsoId=Q8NI32-2; Sequence=VSP_031842;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI35|Q8NI35-1	Q8NI35	Q8NI35-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	5	1		Q8NI35-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8NI35-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI35|Q8NI35-2	Q8NI35	Q8NI35-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	2		Q8NI35-2	VSP_014205, VSP_014207	variant_vsp	FALSE	Name=2; IsoId=Q8NI35-2; Sequence=VSP_014205, VSP_014207;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI35|Q8NI35-3	Q8NI35	Q8NI35-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	3		Q8NI35-3	VSP_014207	variant_vsp	FALSE	Name=3; IsoId=Q8NI35-3; Sequence=VSP_014207;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI35|Q8NI35-4	Q8NI35	Q8NI35-4	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	4		Q8NI35-4	VSP_014206, VSP_014207	variant_vsp	FALSE	Name=4; IsoId=Q8NI35-4; Sequence=VSP_014206, VSP_014207;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI35|Q8NI35-5	Q8NI35	Q8NI35-5	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	5		Q8NI35-5	VSP_014204, VSP_014208, VSP_014209	variant_vsp	FALSE	Name=5; IsoId=Q8NI35-5; Sequence=VSP_014204, VSP_014208, VSP_014209;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI38|Q8NI38-1	Q8NI38	Q8NI38-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		Q8NI38-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8NI38-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI38|Q8NI38-2	Q8NI38	Q8NI38-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		Q8NI38-2	VSP_033144	variant_vsp	FALSE	Name=2; IsoId=Q8NI38-2; Sequence=VSP_033144;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI38|Q8NI38-3	Q8NI38	Q8NI38-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		Q8NI38-3	VSP_033143, VSP_033145	variant_vsp	FALSE	Name=3; IsoId=Q8NI38-3; Sequence=VSP_033143, VSP_033145;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-1	Q8NI51	Q8NI51-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	11	1		Q8NI51-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8NI51-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-10	Q8NI51	Q8NI51-10	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	10		Q8NI51-10	VSP_045156, VSP_045160	variant_vsp	FALSE	Name=10; IsoId=Q8NI51-10; Sequence=VSP_045156, VSP_045160;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-11	Q8NI51	Q8NI51-11	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	11		Q8NI51-11	VSP_045155, VSP_054899	variant_vsp	FALSE	Name=11; IsoId=Q8NI51-11; Sequence=VSP_045155, VSP_054899;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-2	Q8NI51	Q8NI51-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	2		Q8NI51-2	VSP_045158	variant_vsp	FALSE	Name=2; IsoId=Q8NI51-2; Sequence=VSP_045158;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-3	Q8NI51	Q8NI51-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	3		Q8NI51-3	VSP_045160	variant_vsp	FALSE	Name=3; IsoId=Q8NI51-3; Sequence=VSP_045160;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-4	Q8NI51	Q8NI51-4	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	4		Q8NI51-4	VSP_045157, VSP_045159	variant_vsp	FALSE	Name=4; IsoId=Q8NI51-4; Sequence=VSP_045157, VSP_045159;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-5	Q8NI51	Q8NI51-5	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	5		Q8NI51-5	VSP_045156, VSP_045159	variant_vsp	FALSE	Name=5; IsoId=Q8NI51-5; Sequence=VSP_045156, VSP_045159;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-6	Q8NI51	Q8NI51-6	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	6		Q8NI51-6	VSP_045155, VSP_045160	variant_vsp	FALSE	Name=6; IsoId=Q8NI51-6; Sequence=VSP_045155, VSP_045160;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-7	Q8NI51	Q8NI51-7	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	7		Q8NI51-7	VSP_047059	variant_vsp	FALSE	Name=7; IsoId=Q8NI51-7; Sequence=VSP_047059;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-8	Q8NI51	Q8NI51-8	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	8		Q8NI51-8	VSP_047058	variant_vsp	FALSE	Name=8; IsoId=Q8NI51-8; Sequence=VSP_047058;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI51|Q8NI51-9	Q8NI51	Q8NI51-9	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	11	9		Q8NI51-9	VSP_047725, VSP_047726	variant_vsp	FALSE	Name=9; IsoId=Q8NI51-9; Sequence=VSP_047725, VSP_047726;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI60|Q8NI60-1	Q8NI60	Q8NI60-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	4	1		Q8NI60-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8NI60-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI60|Q8NI60-2	Q8NI60	Q8NI60-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	2		Q8NI60-2	VSP_022351	variant_vsp	FALSE	Name=2; IsoId=Q8NI60-2; Sequence=VSP_022351;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI60|Q8NI60-3	Q8NI60	Q8NI60-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	3		Q8NI60-3	VSP_022353	variant_vsp	FALSE	Name=3; IsoId=Q8NI60-3; Sequence=VSP_022353;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8NI60|Q8NI60-4	Q8NI60	Q8NI60-4	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	4		Q8NI60-4	VSP_022352	variant_vsp	FALSE	Name=4; IsoId=Q8NI60-4; Sequence=VSP_022352;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TA94|Q8TA94-1	Q8TA94	Q8TA94-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8TA94-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TA94-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TA94|Q8TA94-2	Q8TA94	Q8TA94-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8TA94-2	VSP_016381, VSP_016382	variant_vsp	FALSE	Name=2; IsoId=Q8TA94-2; Sequence=VSP_016381, VSP_016382;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAA3|Q8TAA3-1	Q8TAA3	Q8TAA3-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		Q8TAA3-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAA3-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAA3|Q8TAA3-2	Q8TAA3	Q8TAA3-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		Q8TAA3-2	VSP_005285	variant_vsp	FALSE	Name=2; IsoId=Q8TAA3-2; Sequence=VSP_005285;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAA3|Q8TAA3-5	Q8TAA3	Q8TAA3-5	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		Q8TAA3-5	VSP_018602	variant_vsp	FALSE	Name=3; IsoId=Q8TAA3-5; Sequence=VSP_018602;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAA5|Q8TAA5-1	Q8TAA5	Q8TAA5-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8TAA5-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAA5-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAA5|Q8TAA5-2	Q8TAA5	Q8TAA5-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8TAA5-2	VSP_057020, VSP_057021	variant_vsp	FALSE	Name=2; IsoId=Q8TAA5-2; Sequence=VSP_057020, VSP_057021;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAA9|Q8TAA9-1	Q8TAA9	Q8TAA9-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8TAA9-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAA9-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAA9|Q8TAA9-2	Q8TAA9	Q8TAA9-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8TAA9-2	VSP_008742	variant_vsp	FALSE	Name=2; IsoId=Q8TAA9-2; Sequence=VSP_008742;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAB3|Q8TAB3-1	Q8TAB3	Q8TAB3-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		Q8TAB3-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAB3-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAB3|Q8TAB3-2	Q8TAB3	Q8TAB3-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		Q8TAB3-2	VSP_015081	variant_vsp	FALSE	Name=2; IsoId=Q8TAB3-2; Sequence=VSP_015081;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAB3|Q8TAB3-3	Q8TAB3	Q8TAB3-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		Q8TAB3-3	VSP_015081, VSP_054046	variant_vsp	FALSE	Name=3; IsoId=Q8TAB3-3; Sequence=VSP_015081, VSP_054046;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAC1|Q8TAC1-1	Q8TAC1	Q8TAC1-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8TAC1-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAC1-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAC1|Q8TAC1-2	Q8TAC1	Q8TAC1-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8TAC1-2	VSP_044452	variant_vsp	FALSE	Name=2; IsoId=Q8TAC1-2; Sequence=VSP_044452;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAC2|Q8TAC2-1	Q8TAC2	Q8TAC2-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8TAC2-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAC2-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAC2|Q8TAC2-2	Q8TAC2	Q8TAC2-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8TAC2-2	VSP_047537	variant_vsp	FALSE	Name=2; IsoId=Q8TAC2-2; Sequence=VSP_047537;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAC9|Q8TAC9-1	Q8TAC9	Q8TAC9-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	3	1		Q8TAC9-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAC9-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAC9|Q8TAC9-2	Q8TAC9	Q8TAC9-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	2		Q8TAC9-2	VSP_010206	variant_vsp	FALSE	Name=2; IsoId=Q8TAC9-2; Sequence=VSP_010206;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAC9|Q8TAC9-3	Q8TAC9	Q8TAC9-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	3	3		Q8TAC9-3	VSP_036934	variant_vsp	FALSE	Name=3; IsoId=Q8TAC9-3; Sequence=VSP_036934;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAD4|Q8TAD4-1	Q8TAD4	Q8TAD4-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	4	1	ZnT5A {ECO:0000303|PubMed:21887337}	Q8TAD4-1	Displayed	displayed	TRUE	Name=1; Synonyms=ZnT5A {ECO:0000303|PubMed:21887337}; IsoId=Q8TAD4-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAD4|Q8TAD4-2	Q8TAD4	Q8TAD4-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	2	ZnT5B {ECO:0000303|PubMed:21887337}	Q8TAD4-2	VSP_030254, VSP_030255, VSP_030256	variant_vsp	FALSE	Name=2; Synonyms=ZnT5B {ECO:0000303|PubMed:21887337}; IsoId=Q8TAD4-2; Sequence=VSP_030254, VSP_030255, VSP_030256;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAD4|Q8TAD4-3	Q8TAD4	Q8TAD4-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	3		Q8TAD4-3	VSP_043673, VSP_043674	variant_vsp	FALSE	Name=3; IsoId=Q8TAD4-3; Sequence=VSP_043673, VSP_043674;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAD4|Q8TAD4-4	Q8TAD4	Q8TAD4-4	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	4	4		Q8TAD4-4	VSP_045115, VSP_043673, VSP_043674	variant_vsp	FALSE	Name=4; IsoId=Q8TAD4-4; Sequence=VSP_045115, VSP_043673, VSP_043674;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAE7|Q8TAE7-1	Q8TAE7	Q8TAE7-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1	Kv10.1b	Q8TAE7-1	Displayed	displayed	TRUE	Name=1; Synonyms=Kv10.1b; IsoId=Q8TAE7-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAE7|Q8TAE7-2	Q8TAE7	Q8TAE7-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2	Kv10.1a	Q8TAE7-2	VSP_001026	variant_vsp	FALSE	Name=2; Synonyms=Kv10.1a; IsoId=Q8TAE7-2; Sequence=VSP_001026;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAF3|Q8TAF3-1	Q8TAF3	Q8TAF3-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	5	1		Q8TAF3-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAF3-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAF3|Q8TAF3-2	Q8TAF3	Q8TAF3-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	2		Q8TAF3-2	VSP_016776, VSP_016777	variant_vsp	FALSE	Name=2; IsoId=Q8TAF3-2; Sequence=VSP_016776, VSP_016777;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAF3|Q8TAF3-3	Q8TAF3	Q8TAF3-3	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	3		Q8TAF3-3	VSP_037625	variant_vsp	FALSE	Name=3; IsoId=Q8TAF3-3; Sequence=VSP_037625;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAF3|Q8TAF3-4	Q8TAF3	Q8TAF3-4	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	4		Q8TAF3-4	VSP_037623	variant_vsp	FALSE	Name=4; IsoId=Q8TAF3-4; Sequence=VSP_037623;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAF3|Q8TAF3-5	Q8TAF3	Q8TAF3-5	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	5	5		Q8TAF3-5	VSP_037624, VSP_037626	variant_vsp	FALSE	Name=5; IsoId=Q8TAF3-5; Sequence=VSP_037624, VSP_037626;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAF7|Q8TAF7-1	Q8TAF7	Q8TAF7-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8TAF7-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAF7-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAF7|Q8TAF7-2	Q8TAF7	Q8TAF7-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8TAF7-2	VSP_011396	variant_vsp	FALSE	Name=2; IsoId=Q8TAF7-2; Sequence=VSP_011396;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAG5|Q8TAG5-1	Q8TAG5	Q8TAG5-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8TAG5-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAG5-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAG5|Q8TAG5-2	Q8TAG5	Q8TAG5-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8TAG5-2	VSP_039817	variant_vsp	FALSE	Name=2; IsoId=Q8TAG5-2; Sequence=VSP_039817;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAG6|Q8TAG6-1	Q8TAG6	Q8TAG6-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8TAG6-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAG6-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAG6|Q8TAG6-2	Q8TAG6	Q8TAG6-2	isoform	sequence_status_non_displayed	self_accession	canonical_isoform	Alternative splicing	2	2		Q8TAG6-2	VSP_038986	variant_vsp	FALSE	Name=2; IsoId=Q8TAG6-2; Sequence=VSP_038986;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
Q8TAG9|Q8TAG9-1	Q8TAG9	Q8TAG9-1	canonical	sequence_status_displayed	self_accession	canonical_displayed	Alternative splicing	2	1		Q8TAG9-1	Displayed	displayed	TRUE	Name=1; IsoId=Q8TAG9-1; Sequence=Displayed;	UniProtKB/Swiss-Prot	v6_clean|UniProt:max_date_modified=2025-06-18|AlphaFold:v6|STRING:STRING_v12.0|HGNC:snapshot_2025-10	2025-10-26
